proyecto_id,fecha,autor,categoria,metodo_match,diputado_id,fuente_mandato,bloque,familia,distrito,region,presidencia,gobierno,tipo,dominio,orientacion,saliencia
HCDN113854,2010-03-25,"GRIBAUDO, CHRISTIAN ALEJANDRO",diputado,exacto_vigente,HCDN1075,hcdn,PRO,pro,BUENOS AIRES,PAMPEANA,cfk_2008_2015,no,RESOLUCION,B,administrativa_neutra,relacionada
HCDN249071,2021-03-26,"LEHMANN, MARIA LUCILA",diputado,exacto_vigente,HCDN2389,hcdn,COALICION CIVICA,cc_ari,SANTA FE,PAMPEANA,fernandez_2019_2023,no,LEY,A,administrativa_neutra,explicita
HCDN138999,2012-07-02,"ATANASOF, ALFREDO NESTOR",diputado,exacto_vigente,HCDN0061,hcdn,FRENTE PERONISTA,peronismo_federal,BUENOS AIRES,PAMPEANA,cfk_2008_2015,no,DECLARACION,B,proteccionista_defensiva,relacionada
HCDN248945,2021-03-23,"FERNANDEZ LANGAN, EZEQUIEL",diputado,exacto_vigente,HCDN2375,hcdn,PRO,pro,BUENOS AIRES,PAMPEANA,fernandez_2019_2023,no,DECLARACION,C,administrativa_neutra,relacionada
HCDN240730,2020-05-20,"ZUVIC, MARIANA",diputado,exacto_vigente,HCDN2823,hcdn,COALICION CIVICA,cc_ari,CIUDAD DE BUENOS AIRES,CABA,fernandez_2019_2023,no,DECLARACION,C,administrativa_neutra,relacionada
HCDN096506,2008-06-23,"IGLESIAS, FERNANDO ADOLFO",diputado,exacto_vigente,HCDN1031,hcdn,COALICION CIVICA - ARI - GEN - UPT,cc_ari,CIUDAD DE BUENOS AIRES,CABA,cfk_2008_2015,no,DECLARACION,C,administrativa_neutra,relacionada
HCDN256577,2022-03-17,"FERNANDEZ, CARLOS ALBERTO",diputado,exacto_vigente,HCDN2985,hcdn,FRENTE DE LA CONCORDIA MISIONERO,provinciales,MISIONES,NEA,fernandez_2019_2023,no,LEY,C,pro_liberalizacion,relacionada
HCDN183148,2016-03-08,"CARMONA, GUILLERMO RAMON",diputado,exacto_vigente,HCDN1247,hcdn,FRENTE PARA LA VICTORIA - PJ,kirchnerismo,MENDOZA,CUYO,macri_2015_2019,no,RESOLUCION,C,administrativa_neutra,relacionada
HCDN095433,2008-05-22,"GENEM, AMANDA SUSANA",diputado,exacto_vigente,SUPL_GENEM,suplemento,FRENTE PARA LA VICTORIA - PJ,kirchnerismo,MENDOZA,CUYO,cfk_2008_2015,si,RESOLUCION,C,administrativa_neutra,relacionada
HCDN240504,2020-05-14,"DE LAMADRID, ALVARO",diputado,exacto_vigente,HCDN2794,hcdn,UCR,ucr,CIUDAD DE BUENOS AIRES,CABA,fernandez_2019_2023,no,RESOLUCION,C,administrativa_neutra,relacionada
HCDN279302,2024-10-30,"MORCHIO, FRANCISCO",diputado,exacto_vigente,HCDN3046,hcdn,ENCUENTRO FEDERAL,peronismo_federal,ENTRE RIOS,PAMPEANA,milei_2023_2025,no,DECLARACION,D,pro_liberalizacion,relacionada
HCDN116235,2010-05-11,"MICHETTI, MARTA GABRIELA",diputado,exacto_vigente,HCDN1191,hcdn,PRO,pro,CIUDAD DE BUENOS AIRES,CABA,cfk_2008_2015,no,LEY,C,administrativa_neutra,relacionada
HCDN165073,2014-07-04,"SCAGLIA, GISELA",diputado,exacto_vigente,HCDN1404,hcdn,UNION PRO,pro,SANTA FE,PAMPEANA,cfk_2008_2015,no,DECLARACION,B,pro_liberalizacion,relacionada
HCDN128198,2011-06-06,"MARTINEZ, JULIO CESAR",diputado,exacto_vigente,HCDN0770,hcdn,UCR,ucr,LA RIOJA,NOA,cfk_2008_2015,no,RESOLUCION,B,administrativa_neutra,relacionada
HCDN184957,2016-04-22,"NEGRI, MARIO RAUL",diputado,exacto_vigente,HCDN0035,hcdn,UCR,ucr,CORDOBA,PAMPEANA,macri_2015_2019,si,RESOLUCION,C,administrativa_neutra,relacionada
HCDN103073,2009-03-02,"OBIGLIO, JULIAN MARTIN",diputado,exacto_vigente,HCDN0960,suplemento,PRO,pro,CIUDAD DE BUENOS AIRES,CABA,cfk_2008_2015,no,RESOLUCION,C,administrativa_neutra,relacionada
HCDN141219,2012-08-02,"FERNANDEZ DE KIRCHNER, CRISTINA",ejecutivo,,,,,,,,cfk_2008_2015,,MENSAJE Y PROYECTO DE LEY,C,administrativa_neutra,relacionada
HCDN163318,2014-05-15,"HARISPE, GASTON",diputado,exacto_vigente,HCDN1325,hcdn,FRENTE PARA LA VICTORIA - PJ,kirchnerismo,BUENOS AIRES,PAMPEANA,cfk_2008_2015,si,LEY,C,proteccionista_defensiva,relacionada
HCDN272142,2023-12-07,"MARTINEZ, ALVARO",diputado,exacto_vigente,HCDN2938,hcdn,LA UNIÓN MENDOCINA,provinciales,MENDOZA,CUYO,fernandez_2019_2023,no,DECLARACION,A,pro_liberalizacion,explicita
HCDN118043,2010-07-08,"CHIENO, MARIA ELENA PETRONA",diputado,exacto_vigente,HCDN1157,hcdn,FRENTE PARA LA VICTORIA - PJ,kirchnerismo,CORRIENTES,NEA,cfk_2008_2015,si,LEY,C,administrativa_neutra,relacionada
HCDN240130,2020-05-06,"IGLESIAS, FERNANDO ADOLFO",diputado,exacto_vigente,HCDN1031,hcdn,PRO,pro,CIUDAD DE BUENOS AIRES,CABA,fernandez_2019_2023,no,RESOLUCION,C,pro_liberalizacion,relacionada
HCDN100321,2008-10-20,"OBIGLIO, JULIAN MARTIN",diputado,exacto_vigente,HCDN0960,suplemento,PRO,pro,CIUDAD DE BUENOS AIRES,CABA,cfk_2008_2015,no,RESOLUCION,C,administrativa_neutra,relacionada
HCDN135883,2012-04-19,"CHIENO, MARIA ELENA PETRONA",diputado,exacto_vigente,HCDN1157,hcdn,FRENTE PARA LA VICTORIA - PJ,kirchnerismo,CORRIENTES,NEA,cfk_2008_2015,si,RESOLUCION,C,pro_liberalizacion,relacionada
HCDN279193,2024-10-25,"RUIZ, YAMILA",diputado,exacto_vigente,HCDN3036,hcdn,INNOVACIÓN FEDERAL,provinciales,MISIONES,NEA,milei_2023_2025,no,DECLARACION,D,administrativa_neutra,relacionada
HCDN160768,2014-03-26,"GRANADOS, DULCE",diputado,exacto_vigente,HCDN0011,hcdn,FRENTE PARA LA VICTORIA - PJ,kirchnerismo,BUENOS AIRES,PAMPEANA,cfk_2008_2015,si,RESOLUCION,C,administrativa_neutra,relacionada
HCDN239935,2020-04-29,"ASSEFF, ALBERTO",diputado,exacto_vigente,HCDN1236,hcdn,PRO,pro,BUENOS AIRES,PAMPEANA,fernandez_2019_2023,no,RESOLUCION,C,administrativa_neutra,relacionada
HCDN118755,2010-08-06,"FERRA DE BARTOL, MARGARITA",diputado,exacto_vigente,HCDN0879,hcdn,FRENTE PARA LA VICTORIA - PJ,kirchnerismo,SAN JUAN,CUYO,cfk_2008_2015,si,RESOLUCION,C,administrativa_neutra,relacionada
HCDN230709,2019-04-03,"CARRIZO, ANA CARLA",diputado,exacto_vigente,HCDN1361,hcdn,EVOLUCION RADICAL,ucr,CIUDAD DE BUENOS AIRES,CABA,macri_2015_2019,si,LEY,C,administrativa_neutra,relacionada
HCDN120895,2010-11-03,"MERLO, MARIO RAUL",diputado,exacto_vigente,HCDN1005,hcdn,PERONISMO FEDERAL,peronismo_federal,SAN LUIS,CUYO,cfk_2008_2015,no,LEY,C,administrativa_neutra,relacionada
HCDN278623,2024-10-03,"BALLEJOS, NANCY",diputado,exacto_vigente,HCDN3143,hcdn,PRO,pro,ENTRE RIOS,PAMPEANA,milei_2023_2025,no,RESOLUCION,D,administrativa_neutra,explicita
HCDN178970,2015-08-18,"ASSEFF, ALBERTO",diputado,exacto_vigente,HCDN1236,hcdn,UNIR,otros,BUENOS AIRES,PAMPEANA,cfk_2008_2015,no,RESOLUCION,C,administrativa_neutra,relacionada
HCDN139913,2012-07-31,"PINEDO, FEDERICO",diputado,exacto_vigente,HCDN0785,hcdn,PRO,pro,CIUDAD DE BUENOS AIRES,CABA,cfk_2008_2015,no,DECLARACION,C,administrativa_neutra,relacionada
HCDN164745,2014-06-24,"EHCOSOR, MARIA AZUCENA",diputado,exacto_vigente,HCDN1341,hcdn,FRENTE RENOVADOR,peronismo_federal,BUENOS AIRES,PAMPEANA,cfk_2008_2015,no,LEY,C,administrativa_neutra,relacionada
HCDN110216,2009-11-06,"IGLESIAS, FERNANDO ADOLFO",diputado,exacto_vigente,HCDN1031,hcdn,COALICION CIVICA - ARI - GEN - UPT,cc_ari,CIUDAD DE BUENOS AIRES,CABA,cfk_2008_2015,no,DECLARACION,C,administrativa_neutra,relacionada
HCDN109227,2009-10-02,"IGLESIAS, FERNANDO ADOLFO",diputado,exacto_vigente,HCDN1031,hcdn,COALICION CIVICA - ARI - GEN - UPT,cc_ari,CIUDAD DE BUENOS AIRES,CABA,cfk_2008_2015,no,RESOLUCION,C,administrativa_neutra,relacionada
HCDN135802,2012-04-17,"BARRANDEGUY, RAUL ENRIQUE",diputado,exacto_vigente,HCDN1147,hcdn,FRENTE PARA LA VICTORIA - PJ,kirchnerismo,ENTRE RIOS,PAMPEANA,cfk_2008_2015,si,RESOLUCION,B,proteccionista_defensiva,relacionada
HCDN163289,2014-05-15,"CASAÑAS, JUAN FRANCISCO",diputado,exacto_vigente,HCDN1154,hcdn,UCR,ucr,TUCUMAN,NOA,cfk_2008_2015,no,RESOLUCION,B,pro_liberalizacion,relacionada
HCDN113433,2010-03-16,"FERNANDEZ, ANIBAL DOMINGO",ejecutivo,,,,,,,,cfk_2008_2015,,MENSAJE,C,administrativa_neutra,relacionada
HCDN172021,2015-02-20,"GRIBAUDO, CHRISTIAN ALEJANDRO",diputado,exacto_vigente,HCDN1075,hcdn,UNION PRO,pro,BUENOS AIRES,PAMPEANA,cfk_2008_2015,no,RESOLUCION,C,administrativa_neutra,relacionada
HCDN256120,2022-03-07,"GINOCCHIO, SILVANA MICAELA",diputado,exacto_vigente,HCDN2382,hcdn,FRENTE DE TODOS,kirchnerismo,CATAMARCA,NOA,fernandez_2019_2023,si,RESOLUCION,C,administrativa_neutra,relacionada
HCDN170519,2014-12-03,"NEGRI, MARIO RAUL",diputado,exacto_vigente,HCDN0035,hcdn,UCR,ucr,CORDOBA,PAMPEANA,cfk_2008_2015,no,RESOLUCION,C,administrativa_neutra,relacionada
HCDN198423,2017-05-15,"SORIA, MARIA EMILIA",diputado,exacto_vigente,HCDN1390,hcdn,FRENTE PARA LA VICTORIA - PJ,kirchnerismo,RIO NEGRO,PATAGONIA,macri_2015_2019,no,LEY,D,administrativa_neutra,relacionada
HCDN180647,2015-10-08,"CARRIZO, ANA CARLA",diputado,exacto_vigente,HCDN1361,hcdn,SUMA + UNEN,ucr,CIUDAD DE BUENOS AIRES,CABA,cfk_2008_2015,no,LEY,C,administrativa_neutra,relacionada
HCDN258590,2022-05-05,"FERNANDEZ, ALBERTO",ejecutivo,,,,,,,,fernandez_2019_2023,,MENSAJE Y PROYECTO DE LEY,C,administrativa_neutra,relacionada
HCDN138017,2012-06-11,"ATANASOF, ALFREDO NESTOR",diputado,exacto_vigente,HCDN0061,hcdn,FRENTE PERONISTA,peronismo_federal,BUENOS AIRES,PAMPEANA,cfk_2008_2015,no,RESOLUCION,B,administrativa_neutra,relacionada
HCDN212433,2018-03-09,"CARMONA, GUILLERMO RAMON",diputado,exacto_vigente,HCDN1247,hcdn,FRENTE PARA LA VICTORIA - PJ,kirchnerismo,MENDOZA,CUYO,macri_2015_2019,no,RESOLUCION,C,administrativa_neutra,relacionada
HCDN252245,2021-07-16,"BRITEZ, MARIA CRISTINA",diputado,exacto_vigente,HCDN1479,hcdn,FRENTE DE TODOS,kirchnerismo,MISIONES,NEA,fernandez_2019_2023,si,DECLARACION,C,administrativa_neutra,relacionada
HCDN165669,2014-07-21,"ASSEFF, ALBERTO",diputado,exacto_vigente,HCDN1236,hcdn,UNIR,otros,BUENOS AIRES,PAMPEANA,cfk_2008_2015,no,RESOLUCION,C,administrativa_neutra,relacionada
HCDN197648,2017-04-26,"DE MENDIGUREN, JOSE IGNACIO",diputado,exacto_vigente,HCDN0668,hcdn,FEDERAL UNIDOS POR UNA NUEVA ARGENTINA,peronismo_federal,BUENOS AIRES,PAMPEANA,macri_2015_2019,no,DECLARACION,A,administrativa_neutra,explicita
HCDN234074,2019-07-05,"MERCADO, VERONICA",diputado,exacto_vigente,HCDN1470,hcdn,FRENTE PARA LA VICTORIA - PJ,kirchnerismo,CATAMARCA,NOA,macri_2015_2019,no,RESOLUCION,C,administrativa_neutra,relacionada
HCDN162482,2014-04-29,"PEREZ, ADRIAN",diputado,exacto_vigente,HCDN0781,hcdn,FRENTE RENOVADOR,peronismo_federal,BUENOS AIRES,PAMPEANA,cfk_2008_2015,no,LEY,C,administrativa_neutra,relacionada
HCDN189424,2016-08-17,"CICILIANI, ALICIA MABEL",diputado,exacto_vigente,HCDN1158,hcdn,PARTIDO SOCIALISTA,izquierda_progresista,SANTA FE,PAMPEANA,macri_2015_2019,no,DECLARACION,C,administrativa_neutra,relacionada
HCDN164273,2014-06-06,"GRIBAUDO, CHRISTIAN ALEJANDRO",diputado,exacto_vigente,HCDN1075,hcdn,UNION PRO,pro,BUENOS AIRES,PAMPEANA,cfk_2008_2015,no,RESOLUCION,B,administrativa_neutra,relacionada
HCDN138970,2012-06-29,"FERRARI, GUSTAVO ALFREDO HORACIO",diputado,exacto_vigente,HCDN1169,hcdn,FRENTE PERONISTA,peronismo_federal,BUENOS AIRES,PAMPEANA,cfk_2008_2015,no,RESOLUCION,C,administrativa_neutra,relacionada
HCDN249585,2021-04-14,"GONZALEZ, ALVARO GUSTAVO",diputado,fallback_vigente,HCDN1466,hcdn,PRO,pro,CIUDAD DE BUENOS AIRES,CABA,fernandez_2019_2023,no,DECLARACION,C,administrativa_neutra,relacionada
HCDN138968,2012-06-29,"ALONSO, LAURA",diputado,exacto_vigente,HCDN1139,hcdn,PRO,pro,CIUDAD DE BUENOS AIRES,CABA,cfk_2008_2015,no,RESOLUCION,C,administrativa_neutra,relacionada
HCDN126681,2011-04-05,"FERNANDEZ DE KIRCHNER, CRISTINA",ejecutivo,,,,,,,,cfk_2008_2015,,MENSAJE Y PROYECTO DE LEY,C,administrativa_neutra,relacionada
HCDN247756,2021-03-02,"BRITEZ, MARIA CRISTINA",diputado,exacto_vigente,HCDN1479,hcdn,FRENTE DE TODOS,kirchnerismo,MISIONES,NEA,fernandez_2019_2023,si,DECLARACION,C,administrativa_neutra,relacionada
HCDN138496,2012-06-21,"FORTE, ULISES UMBERTO JOSE",diputado,exacto_vigente,HCDN1172,hcdn,UCR,ucr,LA PAMPA,PAMPEANA,cfk_2008_2015,no,RESOLUCION,B,administrativa_neutra,relacionada
HCDN098025,2008-08-25,"GALANTINI, EDUARDO LEONEL",diputado,exacto_vigente,SUPL_GALANTINI,suplemento,FRENTE PARA LA VICTORIA - PJ,kirchnerismo,CORRIENTES,NEA,cfk_2008_2015,si,LEY,C,administrativa_neutra,relacionada
HCDN274683,2024-04-22,"PASSO, MARCELA FABIANA",diputado,exacto_vigente,HCDN1460,hcdn,UNIÓN POR LA PATRIA,kirchnerismo,BUENOS AIRES,PAMPEANA,milei_2023_2025,no,LEY,C,administrativa_neutra,relacionada
HCDN280432,2024-12-16,"IGLESIAS, FERNANDO ADOLFO",diputado,exacto_vigente,HCDN1031,hcdn,PRO,pro,CIUDAD DE BUENOS AIRES,CABA,milei_2023_2025,no,RESOLUCION,C,administrativa_neutra,relacionada
HCDN172368,2015-03-03,"GRIBAUDO, CHRISTIAN ALEJANDRO",diputado,exacto_vigente,HCDN1075,hcdn,UNION PRO,pro,BUENOS AIRES,PAMPEANA,cfk_2008_2015,no,RESOLUCION,C,administrativa_neutra,relacionada
HCDN096121,2008-06-10,"ALFARO, GERMAN ENRIQUE",diputado,exacto_vigente,HCDN0973,hcdn,FRENTE PARA LA VICTORIA - PJ,kirchnerismo,TUCUMAN,NOA,cfk_2008_2015,si,DECLARACION,C,administrativa_neutra,relacionada
HCDN166202,2014-08-11,"GALLARDO, MIRIAM GRACIELA",diputado,exacto_vigente,HCDN1174,hcdn,FRENTE PARA LA VICTORIA - PJ,kirchnerismo,TUCUMAN,NOA,cfk_2008_2015,si,RESOLUCION,C,administrativa_neutra,relacionada
HCDN159857,2014-03-07,"ASSEFF, ALBERTO",diputado,exacto_vigente,HCDN1236,hcdn,UNIR,otros,BUENOS AIRES,PAMPEANA,cfk_2008_2015,no,DECLARACION,C,administrativa_neutra,relacionada
HCDN245513,2020-10-16,"GINOCCHIO, SILVANA MICAELA",diputado,exacto_vigente,HCDN2382,hcdn,FRENTE DE TODOS,kirchnerismo,CATAMARCA,NOA,fernandez_2019_2023,si,RESOLUCION,C,administrativa_neutra,relacionada
HCDN255775,2022-03-02,"GARCIA, XIMENA",diputado,exacto_vigente,HCDN2814,hcdn,UCR,ucr,SANTA FE,PAMPEANA,fernandez_2019_2023,no,LEY,D,administrativa_neutra,relacionada
HCDN118763,2010-08-06,"GODOY, RUPERTO EDUARDO",diputado,exacto_vigente,HCDN0755,hcdn,FRENTE PARA LA VICTORIA - PJ,kirchnerismo,SAN JUAN,CUYO,cfk_2008_2015,si,RESOLUCION,C,administrativa_neutra,relacionada
HCDN163481,2014-05-20,"FERNANDEZ MENDIA, GUSTAVO RODOLFO",diputado,exacto_vigente,HCDN1378,hcdn,PARTIDO JUSTICIALISTA LA PAMPA,peronismo_federal,LA PAMPA,PAMPEANA,cfk_2008_2015,no,RESOLUCION,C,administrativa_neutra,relacionada
HCDN188079,2016-07-14,"GAILLARD, ANA CAROLINA",diputado,exacto_vigente,HCDN1375,hcdn,FRENTE PARA LA VICTORIA - PJ,kirchnerismo,ENTRE RIOS,PAMPEANA,macri_2015_2019,no,RESOLUCION,C,administrativa_neutra,relacionada
HCDN158374,2013-11-26,"BIANCHI, IVANA MARIA",diputado,exacto_vigente,HCDN0964,hcdn,COMPROMISO FEDERAL,peronismo_federal,SAN LUIS,CUYO,cfk_2008_2015,no,RESOLUCION,B,pro_liberalizacion,relacionada
HCDN245430,2020-10-15,"MARZIOTTA, GISELA",diputado,exacto_vigente,HCDN2860,hcdn,FRENTE DE TODOS,kirchnerismo,CIUDAD DE BUENOS AIRES,CABA,fernandez_2019_2023,si,DECLARACION,C,administrativa_neutra,relacionada
HCDN113530,2010-03-17,"FADUL, LILIANA",diputado,exacto_vigente,HCDN1164,hcdn,PARTIDO FEDERAL FUEGUINO,provinciales,TIERRA DEL FUEGO,PATAGONIA,cfk_2008_2015,no,RESOLUCION,C,administrativa_neutra,relacionada
HCDN153172,2013-06-28,"ASSEFF, ALBERTO",diputado,exacto_vigente,HCDN1236,hcdn,FRENTE PERONISTA,peronismo_federal,BUENOS AIRES,PAMPEANA,cfk_2008_2015,no,DECLARACION,C,administrativa_neutra,relacionada
HCDN127925,2011-05-20,"GONZALEZ, JUAN DANTE",diputado,exacto_vigente,HCDN0995,hcdn,FRENTE PARA LA VICTORIA - PJ,kirchnerismo,MENDOZA,CUYO,cfk_2008_2015,si,LEY,C,administrativa_neutra,relacionada
HCDN240918,2020-05-26,"ZAMARBIDE, FEDERICO RAUL",diputado,exacto_vigente,HCDN2387,hcdn,UCR,ucr,MENDOZA,CUYO,fernandez_2019_2023,no,LEY,D,administrativa_neutra,relacionada
HCDN110209,2009-11-06,"IGLESIAS, FERNANDO ADOLFO",diputado,exacto_vigente,HCDN1031,hcdn,COALICION CIVICA - ARI - GEN - UPT,cc_ari,CIUDAD DE BUENOS AIRES,CABA,cfk_2008_2015,no,RESOLUCION,C,administrativa_neutra,relacionada
HCDN228260,2019-03-08,"CARRIO, ELISA MARIA AVELINA",diputado,exacto_vigente,HCDN0079,hcdn,COALICION CIVICA,cc_ari,CIUDAD DE BUENOS AIRES,CABA,macri_2015_2019,si,LEY,C,administrativa_neutra,relacionada
HCDN234969,2019-08-23,"AUSTIN, BRENDA LIS",diputado,exacto_vigente,HCDN1582,hcdn,UCR,ucr,CORDOBA,PAMPEANA,macri_2015_2019,si,RESOLUCION,C,administrativa_neutra,relacionada
HCDN143137,2012-10-09,"FERNANDEZ DE KIRCHNER, CRISTINA",ejecutivo,,,,,,,,cfk_2008_2015,,MENSAJE Y PROYECTO DE LEY,C,administrativa_neutra,relacionada
HCDN173050,2015-03-12,"BIANCHI, IVANA MARIA",diputado,exacto_vigente,HCDN0964,hcdn,COMPROMISO FEDERAL,peronismo_federal,SAN LUIS,CUYO,cfk_2008_2015,no,RESOLUCION,B,administrativa_neutra,relacionada
HCDN284689,2025-05-15,"CAFIERO, SANTIAGO",diputado,exacto_vigente,HCDN2831,hcdn,UNIÓN POR LA PATRIA,kirchnerismo,BUENOS AIRES,PAMPEANA,milei_2023_2025,no,RESOLUCION,C,administrativa_neutra,relacionada
HCDN119301,2010-08-26,"FERNANDEZ BASUALDO, LUIS MARIA",diputado,exacto_vigente,HCDN0991,hcdn,FRENTE PARA LA VICTORIA - PJ,kirchnerismo,FORMOSA,NEA,cfk_2008_2015,si,DECLARACION,C,administrativa_neutra,relacionada
HCDN148611,2013-03-06,"GONZALEZ, GLADYS ESTHER",diputado,exacto_vigente,HCDN1178,hcdn,PRO,pro,BUENOS AIRES,PAMPEANA,cfk_2008_2015,no,RESOLUCION,B,administrativa_neutra,relacionada
HCDN159844,2014-03-07,"ASSEFF, ALBERTO",diputado,exacto_vigente,HCDN1236,hcdn,UNIR,otros,BUENOS AIRES,PAMPEANA,cfk_2008_2015,no,DECLARACION,C,administrativa_neutra,relacionada
HCDN269876,2023-07-17,"IGLESIAS, FERNANDO ADOLFO",diputado,exacto_vigente,HCDN1031,hcdn,PRO,pro,CIUDAD DE BUENOS AIRES,CABA,fernandez_2019_2023,no,RESOLUCION,C,administrativa_neutra,relacionada
HCDN117533,2010-06-24,"MARTINEZ, JULIO CESAR",diputado,exacto_vigente,HCDN0770,hcdn,UCR,ucr,LA RIOJA,NOA,cfk_2008_2015,no,RESOLUCION,B,administrativa_neutra,relacionada
HCDN158614,2013-12-09,"LARROQUE, ANDRES",diputado,exacto_vigente,HCDN1275,hcdn,FRENTE PARA LA VICTORIA - PJ,kirchnerismo,CIUDAD DE BUENOS AIRES,CABA,cfk_2008_2015,si,LEY,C,administrativa_neutra,relacionada
HCDN247464,2021-02-08,"BERISSO, HERNAN",diputado,exacto_vigente,HCDN2360,hcdn,PRO,pro,BUENOS AIRES,PAMPEANA,fernandez_2019_2023,no,DECLARACION,C,administrativa_neutra,relacionada
HCDN282068,2025-03-05,"LOSPENNATO, SILVIA",diputado,exacto_vigente,HCDN1439,hcdn,PRO,pro,BUENOS AIRES,PAMPEANA,milei_2023_2025,no,LEY,C,administrativa_neutra,relacionada
HCDN108046,2009-08-11,"IRRAZABAL, JUAN MANUEL",diputado,exacto_vigente,HCDN0760,hcdn,FRENTE PARA LA VICTORIA - PJ,kirchnerismo,MISIONES,NEA,cfk_2008_2015,si,LEY,C,administrativa_neutra,relacionada
HCDN276407,2024-07-02,"PAULON, ESTEBAN",diputado,exacto_vigente,HCDN3108,hcdn,HACEMOS COALICIÓN FEDERAL,izquierda_progresista,SANTA FE,PAMPEANA,milei_2023_2025,no,RESOLUCION,C,administrativa_neutra,relacionada
HCDN274013,2024-03-26,"MARZIOTTA, GISELA",diputado,exacto_vigente,HCDN2860,hcdn,UNIÓN POR LA PATRIA,kirchnerismo,CIUDAD DE BUENOS AIRES,CABA,milei_2023_2025,no,RESOLUCION,C,administrativa_neutra,relacionada
HCDN120125,2010-09-28,"LEVERBERG, STELLA MARIS",diputado,exacto_vigente,HCDN1000,hcdn,FRENTE PARA LA VICTORIA - PJ,kirchnerismo,MISIONES,NEA,cfk_2008_2015,si,DECLARACION,C,administrativa_neutra,relacionada
HCDN276011,2024-06-11,"REYES, ROXANA NAHIR",diputado,exacto_vigente,HCDN2410,hcdn,UCR - UNIÓN CÍVICA RADICAL,ucr,SANTA CRUZ,PATAGONIA,milei_2023_2025,no,LEY,D,administrativa_neutra,relacionada
HCDN189972,2016-08-29,"CONTI, DIANA BEATRIZ",diputado,exacto_vigente,HCDN0181,hcdn,FRENTE PARA LA VICTORIA - PJ,kirchnerismo,BUENOS AIRES,PAMPEANA,macri_2015_2019,no,LEY,C,administrativa_neutra,relacionada
HCDN129020,2011-06-17,"FERNANDEZ DE KIRCHNER, CRISTINA",ejecutivo,,,,,,,,cfk_2008_2015,,MENSAJE Y PROYECTO DE LEY,C,pro_liberalizacion,relacionada
HCDN261828,2022-08-08,"LOSPENNATO, SILVIA GABRIELA",diputado,fallback_vigente,HCDN1439,hcdn,PRO,pro,BUENOS AIRES,PAMPEANA,fernandez_2019_2023,no,LEY,C,administrativa_neutra,relacionada
HCDN159685,2014-03-06,"BIANCHI, IVANA MARIA",diputado,exacto_vigente,HCDN0964,hcdn,COMPROMISO FEDERAL,peronismo_federal,SAN LUIS,CUYO,cfk_2008_2015,no,RESOLUCION,B,administrativa_neutra,relacionada
HCDN193888,2016-12-06,"GAILLARD, ANA CAROLINA",diputado,exacto_vigente,HCDN1375,hcdn,FRENTE PARA LA VICTORIA - PJ,kirchnerismo,ENTRE RIOS,PAMPEANA,macri_2015_2019,no,DECLARACION,C,administrativa_neutra,relacionada
HCDN182867,2016-03-02,"ABRAHAM, ALEJANDRO",diputado,exacto_vigente,HCDN1382,hcdn,FRENTE PARA LA VICTORIA - PJ,kirchnerismo,MENDOZA,CUYO,macri_2015_2019,no,RESOLUCION,B,pro_liberalizacion,relacionada
HCDN194286,2016-12-05,"MACRI, MAURICIO",ejecutivo,,,,,,,,macri_2015_2019,,MENSAJE Y PROYECTO DE LEY,C,administrativa_neutra,relacionada
HCDN159226,2014-02-13,"ASSEFF, ALBERTO",diputado,exacto_vigente,HCDN1236,hcdn,UNIR,otros,BUENOS AIRES,PAMPEANA,cfk_2008_2015,no,DECLARACION,C,administrativa_neutra,relacionada
HCDN117910,2010-07-07,"LLERA, TIMOTEO",diputado,exacto_vigente,HCDN1038,hcdn,FRENTE PARA LA VICTORIA - PJ,kirchnerismo,MISIONES,NEA,cfk_2008_2015,si,RESOLUCION,C,pro_liberalizacion,relacionada
HCDN257123,2022-03-30,"TORELLO, PABLO",diputado,exacto_vigente,HCDN1449,hcdn,PRO,pro,BUENOS AIRES,PAMPEANA,fernandez_2019_2023,no,RESOLUCION,C,pro_liberalizacion,relacionada
HCDN137940,2012-06-07,"BIANCHI, IVANA MARIA",diputado,exacto_vigente,HCDN0964,hcdn,FRENTE PERONISTA,peronismo_federal,SAN LUIS,CUYO,cfk_2008_2015,no,RESOLUCION,B,administrativa_neutra,relacionada
HCDN183165,2016-03-08,"CARMONA, GUILLERMO RAMON",diputado,exacto_vigente,HCDN1247,hcdn,FRENTE PARA LA VICTORIA - PJ,kirchnerismo,MENDOZA,CUYO,macri_2015_2019,no,DECLARACION,C,administrativa_neutra,relacionada
HCDN132762,2011-12-07,"LANDAU, JORGE ALBERTO",diputado,exacto_vigente,HCDN0837,hcdn,FRENTE PARA LA VICTORIA - PJ,kirchnerismo,BUENOS AIRES,PAMPEANA,cfk_2008_2015,si,LEY,C,administrativa_neutra,relacionada
HCDN160209,2014-03-14,"PINEDO, FEDERICO",diputado,exacto_vigente,HCDN0785,hcdn,UNION PRO,pro,CIUDAD DE BUENOS AIRES,CABA,cfk_2008_2015,no,LEY,C,administrativa_neutra,relacionada
HCDN136286,2012-05-08,"DIAZ ROIG, JUAN CARLOS",diputado,exacto_vigente,HCDN0877,hcdn,FRENTE PARA LA VICTORIA - PJ,kirchnerismo,FORMOSA,NEA,cfk_2008_2015,si,RESOLUCION,C,administrativa_neutra,relacionada
