proyecto_id,anio,tipo,dominio,marco,titulo
HCDN143360,2012,RESOLUCION,C,externo,"EXPRESAR BENEPLACITO POR LA ""INSTANCIA PROVINCIAL DEL PARLAMENTO JUVENIL DEL MERCOSUR"" BAJO EL LEMA: ""LA ESCUELA SECUNDARIA QUE QUEREMOS"", A REALIZARSE EL DIA 26 DE OCTUBRE DE 2012 EN LA CIUDAD CAPITAL DE LA PROVINCIA DE MISIONES."
HCDN143380,2012,RESOLUCION,C,externo,"DECLARAR DE INTERES DE LA HONORABLE CAMARA LAS JORNADAS ""MERCOSUR UNIDO CONTRA EL TRABAJO INFANTIL"", A REALIZARSE LOS DIAS 30 Y 31 DE OCTUBRE DE 2012 EN LAS CIUDADES DE PUERTO IGUAZU Y POSADAS, PROVINCIA DE MISIONES."
HCDN144139,2012,LEY,C,externo,"DEMOCRATIZACION DE LA REPRESENTACION POLITICA, LA TRANSPARENCIA Y LA EQUIDAD ELECTORAL, LEY 26571. MODIFICACION DEL ARTICULO 21, SOBRE AVAL DE LAS PRECANDIDATURAS A SENADORES, DIPUTADOS NACIONALES Y PARLAMENTARIOS DEL MERCOSUR, POR UN NUMERO DE ELECTORES NO INFERIOR AL DOS POR MIL DEL TOTAL DE LOS INSCRIPTOS EN EL PADRON GENERAL."
HCDN144954,2012,DECLARACION,C,externo,"EXPRESAR BENEPLACITO POR LA ""44° CUMBRE PRESIDENCIAL DEL MERCADO COMUN DEL SUR - MERCOSUR -"", REALIZADA EL DIA 7 DE DICIEMBRE DE 2012, EN BRASILIA, REPUBLICA FEDERATIVA DE BRASIL."
HCDN144957,2012,DECLARACION,C,externo,"EXPRESAR ADHESION POR EL COMUNICADO EMITIDO DURANTE LA ""44° CUMBRE PRESIDENCIAL DEL MERCOSUR"", REALIZADA EN LA REPUBLICA FEDERATIVA DEL BRASIL, EL DIA 7 DE DICIEMBRE DE 2012, EN LA QUE RECHAZA LA CONVOCATORIA HECHA POR EL ILEGITIMO GOBIERNO DE LAS ISLAS MALVINAS PARA EL AÑO 2013, CON LA FINALIDAD DE CONSULTARLE A LOS HABITANTES SI DESEAN CONTINUAR PERTENECIENDO AL REINO UNIDO DE GRAN BRETAÑA E IRLANDA DEL NORTE."
HCDN135856,2012,LEY,B,ue_otro,REGIMEN DISTRIBUTIVO PARA EL CUPO TARIFARIO DE CORTES ENFRIADOS VACUNOS SIN HUESO DE ALTA CALIDAD ASIGNADOS ANUALMENTE POR LA UNION EUROPEA.
HCDN137942,2012,RESOLUCION,B,ue_otro,"EXPRESAR PREOCUPACION POR EL INCUMPLIMIENTO DE LA ""CUOTA HILTON"" DE CARNES DESTINADAS A LA UNION EUROPEA."
HCDN138999,2012,DECLARACION,B,ue_otro,"EXPRESAR PREOCUPACION POR LAS DECLARACIONES DE LA ""UNION EUROPEA"", MANIFESTANDOSE SOBRE LAS POLITICAS COMERCIALES ARGENTINAS."
HCDN141219,2012,MENSAJE Y PROYECTO DE LEY,C,externo,"INCORPORACION AL ORDENAMIENTO JURIDICO NACIONAL DEL CODIGO ADUANERO DEL MERCOSUR, APROBADO POR EL CONSEJO DEL MERCADO COMUN, MEDIANTE LA DECISION 27/10 (CMC), DURANTE LA REUNION XXXIX, REALIZADA EL 2 DE AGOSTO DE 2010 EN LA CIUDAD DE SAN JUAN DE LA REPUBLICA ARGENTINA."
HCDN135883,2012,RESOLUCION,C,externo,"EXPRESAR BENEPLACITO POR EL MANIFIESTO INTERES DE LOS GOBIERNOS NACIONALES DEL MERCOSUR DE RATIFICAR EL ACUERDO MARCO DE COMERCIO Y COOPERACION ECONOMICA ENTRE MERCOSUR Y LA ORGANIZACION PARA LA LIBERACION DE PALESTINA, SUSCRIPTO DURANTE LA CUMBRE DE PRESIDENTES DEL MERCOSUR EN LA CIUDAD DE MONTEVIDEO, REPUBLICA ORIENTAL DEL URUGUAY, EL 20 DE DICIEMBRE DE 2011."
HCDN139913,2012,DECLARACION,C,externo,SOLICITAR AL PODER EJECUTIVO DISPONGA ABSTENERSE DE VULNERAR TRATADOS VIGENTES DEL MERCOSUR.
HCDN135802,2012,RESOLUCION,B,ue_otro,"EXPRESAR REPUDIO POR LAS DECLARACIONES DEL SEÑOR MINISTRO DE INDUSTRIA JOSE SORIA Y DEL SEÑOR IÑIGO MENDEZ DE VIGO, SECRETARIO PARA LA UNION EUROPEA, AMBOS DEL REINO DE ESPAÑA, VINCULADAS AL EJERCICIO DE LA SOBERANIA DEL ESTADO NACIONAL ARGENTINO SOBRE LAS EMPRESAS RADICADAS EN NUESTRO PAIS Y FUNDAMENTALMENTE A LOS RECURSOS PRETROLEROS ARGENTINOS."
HCDN138017,2012,RESOLUCION,B,ue_otro,PEDIDO DE INFORMES AL PODER EJECUTIVO SOBRE DIVERSAS CUESTIONES RELACIONADAS CON LA RESPUESTA A LA DEMANDA DE LA UNION EUROPEA POR LA RESTRICCION A LAS IMPORTACIONES IMPUESTAS POR LA REPUBLICA ARGENTINA.
HCDN138970,2012,RESOLUCION,C,externo,"PEDIDO DE INFORMES VERBALES AL MINISTRO DE RELACIONES EXTERIORES Y CULTO, SEÑOR HECTOR TIMERMAN ANTE LA COMISION DE RELACIONES EXTERIORES Y CULTO, SOBRE SUS DECLARACIONES EN LA CUMBRE SOCIAL DEL MERCOSUR."
HCDN138968,2012,RESOLUCION,C,externo,"PEDIDO DE INFORMES VERBALES AL SEÑOR CANCILLER DE LA REPUBLICA ARGENTINA, HECTOR TIMERMAN, SOBRE SUS DECLARACIONES EN LA CUMBRE SOCIAL DEL MERCOSUR, EL 27 DE JUNIO DE 2012."
HCDN138496,2012,RESOLUCION,B,externo,PEDIDO DE INFORMES AL PODER EJECUTIVO SOBRE DIVERSAS CUESTIONES RELACIONADAS CON LA EXPORTACION DE CARNES DE LA CUOTA HILTON PERIODO 2011-2012.
HCDN143137,2012,MENSAJE Y PROYECTO DE LEY,C,externo,"APROBACION DEL PROTOCOLO DE MONTEVIDEO SOBRE COMPROMISO CON LA DEMOCRACIA EN EL MERCOSUR (USHUAIA II) SUSCRIPTO EN LA CIUDAD DE MONTEVIDEO - REPUBLICA ORIENTAL DEL URUGUAY, EL 20 DE DICIEMBRE DE 2011."
HCDN137940,2012,RESOLUCION,B,externo,"PEDIDO DE INFORMES AL PODER EJECUTIVO SOBRE LOS ORGANISMOS ESTATALES QUE INTERVIENEN EN LA ASIGNACION DE LOS CUPOS DE LA ""CUOTA HILTON"", Y OTRAS CUESTIONES CONEXAS."
HCDN136286,2012,RESOLUCION,C,externo,"DECLARAR DE INTERES DE LA HONORABLE CAMARA DE DIPUTADOS DE LA NACION EL VIII CERTAMEN DE FORMACION EN VALORES EN EL ""MERCOSUR"" Y LA ""UNASUR"": MANOS JOVENES ESCRIBEN EN GRANDE."
HCDN140017,2012,DECLARACION,C,externo,EXPRESAR BENEPLACITO POR LA INCORPORACION DE LA REPUBLICA BOLIVARIANA DE VENEZUELA AL MERCOSUR.
HCDN134268,2012,RESOLUCION,C,externo,"PEDIDO DE INFORMES AL PODER EJECUTIVO SOBRE LAS MEDIDAS ADOPTADAS EN ATENCION A LAS OBSERVACIONES FORMULADAS POR LA AUDITORIA GENERAL DE LA NACION, RESOLUCION 183/06 (0436-OV-06); CON MOTIVO DEL EXAMEN ESPECIAL REFERIDO AL CIRCUITO DE INFORMACION DEL MERCOSUR."
HCDN144945,2012,RESOLUCION,C,externo,SOLICITAR AL PODER EJECUTIVO DISPONGA GARANTIZAR LA PARIDAD EN LA DESIGNACION DE LOS DIPUTADOS Y DIPUTADAS TITULARES Y SUPLENTES DE ARGENTINA EN EL PARLAMENTO DEL MERCOSUR.
HCDN149401,2013,RESOLUCION,C,externo,"EXPRESAR ADHESION AL ""DIA DEL MERCOSUR"", A CELEBRARSE EL 26 DE MARZO DE 2013."
HCDN149952,2013,DECLARACION,C,externo,"SOLICITAR AL PODER EJECUTIVO DISPONGA EL MAYOR ESFUERZO POLITICO-DIPLOMATICO TENDIENTE AL INGRESO AL MERCOSUR DE ECUADOR, BOLIVIA, GUYANA Y SURINAM."
HCDN150121,2013,RESOLUCION,B,externo,"PEDIDO DE INFORMES AL PODER EJECUTIVO SOBRE DIVERSAS CUESTIONES RELACIONADAS CON LOS CUPOS DE LA ""CUOTA HILTON""."
HCDN150294,2013,DECLARACION,B,externo,"EXPRESAR PREOCUPACION POR EL INCUMPLIMIENTO DE LA ""CUOTA HILTON""."
HCDN150605,2013,DECLARACION,B,externo,"EXPRESAR PREOCUPACION POR EL SEXTO AÑO CONSECUTIVO DE INCUMPLIMIENTO DE LA ""CUOTA HILTON""."
HCDN150727,2013,LEY,C,externo,BANDERA DEL MERCOSUR: SE DISPONE SU IZAMIENTO OBLIGATORIO JUNTO AL PABELLON NACIONAL EN EDIFICIOS PUBLICOS (REPRODUCCION DEL EXPEDIENTE 2748-D-11).
HCDN150915,2013,DECLARACION,C,externo,"EXPRESAR REPUDIO POR LAS DECLARACIONES PUBLICAS DEL DIPUTADO ELECTO DE LA REPUBLICA DEL PARAGUAY, HUGO RUBIN, SOBRE LA POSIBILIDAD DE QUE SU PAIS VUELVA A INTEGRAR EL MERCOSUR."
HCDN151307,2013,RESOLUCION,C,externo,"SOLICITAR AL PODER EJECUTIVO NACIONAL DISPONGA PROMOVER DENTRO DEL MARCO DE LOS TRATADOS QUE CONFORMAN EL MERCOSUR, LA SUSPENSION DE LA REPUBLICA BOLIVARIANA DE VENEZUELA DENTRO DE DICHO BLOQUE REGIONAL."
HCDN151308,2013,RESOLUCION,C,externo,"SOLICITAR AL PODER EJECUTIVO NACIONAL DISPONGA PROMOVER DENTRO DEL MARCO DEL MERCOSUR, EL LEVANTAMIENTO DE LA SUSPENSION QUE PESA SOBRE LA REPUBLICA DEL PARAGUAY."
HCDN151829,2013,DECLARACION,C,externo,SOLICITAR AL PODER EJECUTIVO DISPONGA REALIZAR LAS GESTIONES NECESARIAS A FIN DE INCORPORAR PLENAMENTE A LA REPUBLICA DEL PARAGUAY COMO MIEMBRO DEL MERCOSUR.
HCDN152587,2013,RESOLUCION,B,externo,EXPRESAR PREOCUPACION POR EL INMINENTE INCUMPLIMIENTO DE LA TOTALIDAD DEL CUPO OTORGADO A NUESTRO PAIS BAJO EL REGIMEN DE CUOTA HILTON CORRESPONDIENTE AL PERIODO 2012-2013.
HCDN152746,2013,DECLARACION,B,externo,EXPRESAR PREOCUPACION POR EL INCUMPLIMIENTO DE LA CUOTA HILTON POR PARTE DE LA REPUBLICA ARGENTINA.
HCDN153757,2013,RESOLUCION,C,externo,"DECLARAR DE INTERES DE LA H. CAMARA LA IX EDICION DEL PROGRAMA DE FORMACION EN VALORES EN EL ""MERCOSUR"" Y LA ""UNASUR"" ""MANOS JOVENES ESCRIBEN EN GRANDE"", REALIZADA DEL 1 DE ABRIL AL 1 DE DICIEMBRE DE 2013 ."
HCDN155017,2013,RESOLUCION,B,ue_otro,"PEDIDO DE INFORMES AL PODER EJECUTIVO SOBRE DIVERSAS CUESTIONES RELACIONADAS CON UN NUEVO INCUMPLIMIENTO DE LAS EXPORTACIONES DE CARNE VACUNA A LA UNION EUROPEA ""- CUOTA HILTON -"", CORRESPONDIENTE AL CUPO 2012 - 2013."
HCDN155365,2013,MENSAJE Y PROYECTO DE LEY,C,externo,"APROBACION DEL PROTOCOLO DE ADHESION DEL ESTADO PLURINACIONAL DE BOLIVIA AL MERCOSUR, CELEBRADO EN BRASILIA, REPUBLICA FEDERATIVA DEL BRASIL, EL 7 DE DICIEMBRE DE 2012."
HCDN157013,2013,DECLARACION,B,ue_otro,"EXPRESAR PREOCUPACION POR LAS MEDIDAS QUE ADOPTO LA ""UNION EUROPEA"" FIJANDO ARANCELES ANTIDUMPING CONTRA EL BIODIESEL ARGENTINO."
HCDN157136,2013,DECLARACION,C,externo,"SOLICITAR AL PODER EJECUTIVO CONVALIDE, CON LOS PAISES INTEGRANTES DEL MERCOSUR, LAS ACCIONES TENDIENTES A DESARROLLAR EL DISEÑO DE VACUNAS PROFILACTICAS CONTRA LA LEISHMANIASIS CANINA."
HCDN157650,2013,LEY,C,externo,CARGAS DE EXPORTACION ORIGINADAS EN PUERTOS ARGENTINOS: APLICABILIDAD EN EL AMBITO DE LOS PAISES QUE INTEGRAN EL MERCOSUR - DISPOSICION DE LA SUBSECRETARIA DE PUERTOS Y VIAS NAVEGABLES 1108/13 -. SE DEJA SIN EFECTO.
HCDN158573,2013,RESOLUCION,C,externo,"SOLICITAR AL PODER EJECUTIVO DISPONGA EXCEPTUAR DEL REGIMEN DE PERCEPCION APLICABLE A LA ADQUISICION DE BIENES Y LOCACIONES DE SERVICIOS TURISTICOS EFECTUADOS EN EL EXTERIOR QUE SE CANCELEN MEDIANTE TARJETAS DE CREDITO EN LOS PAISES DEL MERCOSUR, IMPLEMENTADO MEDIANTE LA RESOLUCION GENERAL N° 3450/2013 DE LA ""ADMINISTRACION FEDERAL DE INGRESOS PUBLICOS - AFIP -""."
HCDN158586,2013,DECLARACION,C,externo,"SOLICITAR AL PODER EJECUTIVO DISPONGA PROMOVER ANTE EL ""MERCADO COMUN DEL SUR - MERCOSUR -"", LA ""UNION DE NACIONES SURAMERICANAS - UNASUR -"" Y LA ""ORGANIZACION DE ESTADOS AMERICANOS - OEA -"", UNA INVESTIGACION SOBRE EL CUMPLIMIENTO DE LA CLAUSULA DEMOCRATICA DE LA REPUBLICA BOLIVARIANA DE VENEZUELA."
HCDN159054,2013,DECLARACION,C,externo,EXPRESAR BENEPLACITO POR LA INCORPORACION DE LA REPUBLICA DE VENEZUELA AL MERCADO COMUN DEL SUR -MERCOSUR-.
HCDN158374,2013,RESOLUCION,B,externo,"EXPRESAR PREOCUPACION POR LA NUEVA RESTRICCION AL BIODIESEL ARGENTINO, QUE IMPUSO EL GOBIERNO DE ESPAÑA."
HCDN153172,2013,DECLARACION,C,externo,SOLICITAR AL PODER EJECUTIVO DISPONGA RESPALDAR A LA REPUBLICA DEL PARAGUAY COMO PRESIDENTE PROTEMPORE DEL MERCOSUR.
HCDN148611,2013,RESOLUCION,B,externo,PEDIDO DE INFORMES AL PODER EJECUTIVO SOBRE DIVERSAS CUESTIONES RELACIONADAS CON LA CUOTA HILTON PARA EL PERIODO 2012-2013.
HCDN158614,2013,LEY,C,externo,"CODIGO ELECTORAL NACIONAL (LEY 19945): MODIFICACIONES, SOBRE ELECCION DE PARLAMENTARIOS DEL MERCOSUR CONJUNTAMENTE CON LOS COMICIOS NACIONALES. MODIFICACION DE LA LEY 26215, DE FINANCIAMIENTO DE LOS PARTIDOS POLITICOS."
HCDN153101,2013,DECLARACION,B,externo,"EXPRESAR PREOCUPACION POR EL SEXTO AÑO CONSECUTIVO DE INCUMPLIMIENTO DE LA ""CUOTA HILTON""."
HCDN147990,2013,DECLARACION,B,ue_otro,"EXPRESAR PREOCUPACION POR LA DECISION DE LA ""ORGANIZACION MUNDIAL DEL COMERCIO - OMC -"" SOBRE UNIFICAR EN UN SOLO TRIBUNAL Y DAR CURSO A LAS DISPUTAS PRESENTADAS POR LA UNION EUROPEA, ESTADOS UNIDOS DE AMERICA Y JAPON CONTRA LAS SUPUESTAS MEDIDAS ILEGALES DE IMPORTACION QUE APLICA LA REPUBLICA ARGENTINA."
HCDN160298,2014,MENSAJE Y PROYECTO DE LEY,C,externo,"APROBACION DEL ACUERDO SOBRE LA ORDEN MERCOSUR DE DETENCION Y PROCEDIMIENTOS DE ENTREGA ENTRE LOS ESTADOS PARTE DEL MERCOSUR Y ESTADOS ASOCIADOS, CELEBRADO EN LA CIUDAD DE FOZ DE IGUAZU, REPUBLICA FEDERATIVA DEL BRASIL, EL 16 DE DICIEMBRE DE 2010."
HCDN159294,2014,RESOLUCION,C,externo,"SOLICITAR AL PODER EJECUTIVO DISPONGA LA CONCURRENCIA DEL EMBAJADOR ARGENTINO EN LA REPUBLICA BOLIVARIANA DE VENEZUELA SEÑOR CARLOS ALBERTO CHEPPI, A UNA REUNION CONJUNTA DE LAS COMISIONES DE MERCOSUR DE LA H. CAMARA DE DIPUTADOS Y DEL SENADO DE LA NACION, A FIN DE ANALIZAR LOS GRAVES ACONTECIMIENTOS SUCEDIDOS EN EL ULTIMO TIEMPO EN DICHA REPUBLICA."
HCDN159299,2014,RESOLUCION,C,externo,SOLICITAR AL PODER EJECUTIVO PROMUEVA LA SUSPENSION DEL DERECHO A PARTICIPAR EN LOS ORGANOS DEL MERCOSUR Y DE LAS DELIBERACIONES A LA REPUBLICA BOLIVARIANA DE VENEZUELA Y OTRAS CUESTIONES CONEXAS.
HCDN159392,2014,RESOLUCION,B,externo,"EXPRESAR PREOCUPACION POR EL CIERRE DE LAS EXPORTACIONES DE LOS PRODUCTOS BOVINOS, LA NO EMISION DEL REGISTRO DE OPERACIONES EXPORTABLES (R.O.E.) Y EL INCUMPLIMIENTO DE LA CUOTA HILTON."
HCDN159526,2014,LEY,C,externo,CODIGO ELECTORAL NACIONAL (LEY 19945): MODIFICACIONES SOBRE ELECCION DE PARLAMENTARIOS DEL MERCOSUR CONJUNTAMENTE CON LOS COMICIOS NACIONALES; MODIFICACION DE LA LEY 26215 DE FINANCIAMIENTO DE LOS PARTIDOS POLITICOS.
HCDN160166,2014,RESOLUCION,C,externo,"SOLICITAR AL PODER EJECUTIVO NACIONAL DISPONGA LA CONCURRENCIA DEL EMBAJADOR ARGENTINO EN LA REPUBLICA BOLIVARIANA DE VENEZUELA SEÑOR CARLOS ALBERTO CHEPPI, A UNA REUNION CONJUNTA DE LAS COMISIONES DE MERCOSUR DE LA HONORABLE CAMARA DE DIPUTADOS Y DEL SENADO DE LA NACION, A FIN DE ANALIZAR LOS GRAVES ACONTECIMIENTOS SUCEDIDOS EN EL ULTIMO TIEMPO EN DICHA REPUBLICA."
HCDN160240,2014,RESOLUCION,C,externo,"SOLICITAR AL PODER EJECUTIVO NACIONAL DISPONGA PROMOVER LA SUSPENSION DEL DERECHO A PARTICIPAR EN LOS ORGANOS DEL MERCOSUR Y DE LAS DELIBERACIONES, A LA REPUBLICA BOLIVARIANA DE VENEZUELA, Y OTRAS CUESTIONES CONEXAS."
HCDN160844,2014,DECLARACION,C,externo,"EXPRESAR BENEPLACITO POR EL VIGESIMO TERCER ANIVERSARIO DE LA CREACION DEL ""MERCADO COMUN DEL SUR (MERCOSUR)""."
HCDN161749,2014,RESOLUCION,C,externo,SOLICITAR AL PODER EJECUTIVO DISPONGA LAS MEDIDAS NECESARIAS PARA IMPULSAR LA ELIMINACION DEL ROAMING ENTRE LOS PAISES PERTENECIENTES AL MERCOSUR.
HCDN161980,2014,LEY,C,externo,"MIGRACIONES (LEY 25871): MODIFICACION DE LOS ARTICULOS 22 Y 107, SOBRE CATEGORIZAR COMO ""RESIDENTE PERMANENTE"" A LOS NACIONALES DE LOS ESTADOS PARTE DEL MERCOSUR."
HCDN162118,2014,RESOLUCION,B,ue_otro,"PEDIDO DE INFORMES AL PODER EJECUTIVO SOBRE DIVERSAS CUESTIONES RELACIONADAS CON EL COMERCIO EXTERIOR Y LAS RELACIONES CON LA ""UNION EUROPEA"" Y LA ""ORGANIZACION MUNDIAL DEL COMERCIO""."
HCDN162258,2014,LEY,C,externo,"DEMOCRATIZACION DE LA REPRESENTACION POLITICA (LEY 26571): MODIFICACIONES, SOBRE SELECCION POR LAS AGRUPACIONES POLITICAS DE SUS CANDIDATOS A CARGOS PUBLICOS ELECTIVOS NACIONALES Y DE PARLAMENTARIOS DEL MERCOSUR E INCORPORACION DEL ARTICULO 44 BIS, DE SELECCION DEL CANDIDATO A VICEPRESIDENTE DE LA NACION. MODIFICACION DE LA LEY 19945."
HCDN162712,2014,LEY,B,externo,"BIODIESEL: EXIMICION DEL IMPUESTO NORMADO POR LAS LEYES 23966 Y 26028, EN FORMA RETROACTIVA AL DIA 25 DE JUNIO DE 2013; SE ESTABLECEN DERECHOS DE EXPORTACION."
HCDN163333,2014,LEY,C,externo,SISTEMA ELECTORAL PARA ELECCION DIRECTA DE PARLAMENTARIOS DEL MERCOSUR: MODIFICACION DE LA LEY 19945 (CODIGO ELECTORAL NACIONAL - TEXTO ORDENADO POR DECRETO 2153/83 Y MODIFICATORIAS).
HCDN163550,2014,LEY,C,externo,"DEMOCRATIZACION DE LA REPRESENTACION POLITICA, LA TRANSPARENCIA Y LA EQUIDAD ELECTORAL - LEY 26571: MODIFICACION DEL ARTICULO 21, SOBRE AVAL DE LAS PRECANDIDATURAS A SENADORES, DIPUTADOS NACIONALES Y PARLAMENTARIOS DEL MERCOSUR, POR UN NUMERO DE ELECTORES NO INFERIOR AL DOS POR MIL DEL TOTAL DE LOS INSCRIPTOS EN EL PADRON GENERAL."
HCDN164071,2014,DECLARACION,B,externo,"EXPRESAR PREOCUPACION POR LA SITUACION QUE ATRAVIESA EL SECTOR GANADERO, AL SER ESTE AÑO EL PEOR DE LOS ULTIMOS 50 DE EXPORTACIONES DE CARNE VACUNA Y SEPTIMO CONSECUTIVO DEL INCUMPLIMIENTO DE LA DENOMINADA CUOTA HILTON."
HCDN164240,2014,LEY,C,externo,ELECCION DE DIPUTADOS DEL MERCOSUR: MODIFICACION DE LA LEY 19945.
HCDN164767,2014,RESOLUCION,C,externo,EXPRESAR BENEPLACITO POR EL APOYO REGIONAL DE MERCOSUR Y LA CELAC FRENTE A LOS FONDOS BUITRE.
HCDN165018,2014,RESOLUCION,C,externo,"EXPRESAR BENEPLACITO POR LA INICIATIVA DE LA SEÑORA PRESIDENTA DE CHILE, A FIN DE ACERCAR POSICIONES CON EL MERCOSUR QUE TIENDAN A LA CONCERTACION Y CONVERGENCIA ORIENTADOS A FOMENTAR EL REGIONALISMO ABIERTO PARA SU EFICIENTE INSERCION EN EL MUNDO GLOBALIZADO."
HCDN165065,2014,RESOLUCION,B,externo,"PEDIDO DE INFORMES AL PODER EJECUTIVO SOBRE EL INCUMPLIMIENTO DE LA CUOTA HILTON CORRESPONDIENTE AL PERIODO 2013-2014, Y OTRAS CUESTIONES CONEXAS."
HCDN166249,2014,RESOLUCION,D,externo,"PEDIDO DE INFORMES AL PODER EJECUTIVO SOBRE DIVERSAS CUESTIONES RELACIONADAS CON LOS FUNDAMENTOS PARA QUE LA ADMINISTRACION FEDERAL DE INGRESOS PUBLICOS - AFIP -, SEA EL ORGANISMO REGULADOR DEL SISTEMA DE TRAZABILIDAD PARA LA IDENTIFICACION DE GANADO Y SU OBLIGACION DE INCORPORAR UN CHIP IDENTIFICATORIO."
HCDN166311,2014,DECLARACION,B,ue_otro,"EXPRESAR BENEPLACITO POR LA NUEVA CUOTA DE CARNE DE ALTA CALIDAD OTORGADA A LA ARGENTINA POR PARTE DE LA UNION EUROPEA, REFERIDA A CORTES PROVENIENTES DE ""FEED LOTS"", Y OTRAS CUESTIONES CONEXAS."
HCDN166480,2014,DECLARACION,C,externo,"EXPRESAR SATISFACCION POR LA APROBACION UNANIME DE LA DECLARACION DEL PARLAMENTO DEL MERCOSUR A FAVOR DE LA REPUBLICA ARGENTINA, RESPALDANDO UNA SOLUCION QUE NO COMPROMETA EL AMPLIO PROCESO DE REESTRUCTURACION DE SU DEUDA SOBERANA."
HCDN166760,2014,RESOLUCION,C,externo,CARGAS DE EXPORTACION ORIGINADAS EN PUERTOS ARGENTINOS: APLICABILIDAD EN EL AMBITO DE LOS PAISES QUE INTEGRAN EL MERCOSUR: SUSPENSION DE LA DISPOSICION 1108/13 DE LA SUBSECRETARIA DE PUERTOS Y VIAS NAVEGABLES.
HCDN168344,2014,RESOLUCION,C,externo,"DECLARAR DE INTERES DE LA H. CAMARA LA ""XXI REUNION DEL GRUPO DE COORDINACION Y LA XIX REUNION DE LA COMISION MIXTA DE LAS ENTIDADES FISCALIZADORAS DE LOS PAISES DEL MERCOSUR Y ASOCIADOS - EFSUR -"", A REALIZARSE DEL 20 AL 23 DE OCTUBRE DE 2014 EN LA CIUDAD DE ENCARNACION, REPUBLICA DEL PARAGUAY."
HCDN168549,2014,RESOLUCION,C,externo,"DECLARAR DE INTERES DE LA H. CAMARA EL ""I TALLER REGIONAL PARA EL FORTALECIMIENTO DE LA PARTICIPACION SOCIAL EN EL MERCOSUR"", A REALIZARSE EN EL MES DE NOVIEMBRE DE 2014 EN LA PROVINCIA DE CORRIENTES."
HCDN169296,2014,RESOLUCION,C,externo,"EXPRESAR BENEPLACITO POR LA DESIGNACION DE LA CIUDAD DE PARANA, PROVINCIA DE ENTRE RIOS, COMO SEDE DE LA ""47 CUMBRE DE JEFES DE ESTADO DEL MERCADO COMUN DEL SUR - MERCOSUR -"", A REALIZARSE DEL 14 AL 18 DE DICIEMBRE DE 2014."
HCDN169904,2014,RESOLUCION,C,externo,"EXPRESAR BENEPLACITO POR EL CONVENIO FIRMADO ENTRE LAS REPUBLICAS DE ARGENTINA Y DE PARAGUAY EN EL MARCO DE LA REUNION DE MINISTROS DE SALUD DEL MERCOSUR, SOBRE CAPACITACION Y ASISTENCIA TECNICA EN ABLACION Y TRASPLANTE HEPATICO."
HCDN169915,2014,LEY,C,externo,"FERTILIZANTES. SE ELIMINA EL DERECHO DE IMPORTACION EN LAS POSICIONES ARANCELARIAS CONTENIDAS EN EL CAPITULO 31 DEL ""NOMENCLADOR COMUN DEL MERCOSUR - NCM -."""
HCDN170283,2014,LEY,C,externo,"CODIGO ELECTORAL NACIONAL - LEY 19945 - INCORPORACION AL TITULO VII DEL CAPITULO IV DENOMINADO ""DE LA ELECCION DIRECTA DE LOS PARLAMENTARIOS DEL MERCOSUR""."
HCDN170508,2014,DECLARACION,C,externo,"SOLICITAR AL PODER EJECUTIVO DISPONGA GESTIONAR ANTE EL ""CONSEJO DEL MERCADO COMUN"" PARA QUE ESTABLEZCA EL ""DIA DEL MERCOSUR CIUDADANO"", PARA LA ELECCION DE LOS PARLAMENTARIOS EN FORMA SIMULTANEA EN TODOS LOS ESTADOS PARTES."
HCDN171326,2014,RESOLUCION,C,externo,"EXPRESAR BENEPLACITO POR LA DECISION, EN EL SENO DEL MERCOSUR, DE ADOPTAR UNA PATENTE COMUN PARA LOS VEHICULOS DE LOS PAISES INTEGRANTES ."
HCDN164307,2014,RESOLUCION,B,externo,PEDIDO DE INFORMES AL PODER EJECUTIVO NACIONAL SOBRE DIVERSAS CUESTIONES RELACIONADAS CON UN NUEVO INCUMPLIMIENTO DE LA CUOTA HILTON.
HCDN159802,2014,RESOLUCION,A,ue_otro,"PEDIDO DE INFORMES AL PODER EJECUTIVO NACIONAL SOBRE DIVERSAS CUESTIONES RELACIONADAS CON LA POSICION DE ARGENTINA EN LA NEGOCIACION QUE ESTAN LLEVANDO A CABO LOS MIEMBROS DEL MERCOSUR: BRASIL, PARAGUAY Y URUGUAY, PARA LA CONCRECION DE UN TRATADO DE LIBRE COMERCIO CON LA UNION EUROPEA."
HCDN165073,2014,DECLARACION,B,externo,EXPRESAR PREOCUPACION POR EL INCUMPLIMIENTO DE LA CUOTA HILTON.
HCDN163318,2014,LEY,C,externo,CARGAS DE EXPORTACION ORIGINADAS EN PUERTOS ARGENTINOS: APLICABILIDAD UNICAMENTE EN EL AMBITO DE LOS PUERTOS NACIONALES Y EN LOS PAISES QUE INTEGRAN EL MERCOSUR.
HCDN160768,2014,RESOLUCION,C,externo,"DECLARAR DE INTERES DE LA HONORABLE CAMARA DE DIPUTADOS DE LA NACION EL ""DIA DEL MERCOSUR"", A CELEBRARSE EL DIA 26 DE MARZO DE 2014."
HCDN164745,2014,LEY,C,externo,CODIGO ELECTORAL NACIONAL - LEY 19945 - MODIFICACIONES SOBRE ELECCIONES DE REPRESENTANTES AL PARLAMENTO DEL MERCOSUR.
