proyecto_id,titulo,publicacion_fecha,tipo,autor
HCDN243479,"SOLICITAR AL BANCO INTERAMERICANO DE DESARROLLO (BID) DISPONGA LA POSTERGACION HASTA MARZO DE 2021 DE LA ASAMBLEA DE GOBERNADORES QUE ELEGIRA AL PROXIMO PRESIDENTE DEL BID, TAL COMO LO HA SOLICITADO EL MINISTRO DE RELACIONES EXTERIORES Y CULTO DE LA REPUBLICA ARGENTINA, Y LAS AUTORIDADES DE MEXICO, COSTA RICA, CHILE Y LA UNION EUROPEA, ENTRE OTROS.",2020-08-12T00:00:00,RESOLUCION,"CASARETTO, MARCELO PABLO"
HCDN243542,"DECLARAR DE INTERES DE LA H. CAMARA LA EDICION 2020 DEL PREMIO MERCOSUR DE CIENCIA Y TECNOLOGIA CUYO TEMA PRINCIPAL SERA ""INTELIGENCIA ARTIFICIAL"".",2020-08-13T00:00:00,RESOLUCION,"RICCARDO, JOSE LUIS"
HCDN243547,EXPRESAR BENEPLACITO CON LA POSICION ADOPTADA POR LA UNION EUROPEA SOBRE LA REALIZACION DE ELECCIONES LIBRES Y JUSTAS EN LA REPUBLICA BOLIVARIANA DE VENEZUELA.,2020-08-13T00:00:00,DECLARACION,"DE LAMADRID, ALVARO"
HCDN243874,TRANSPARENCIA EN LAS CONTRATACIONES DEL ESTADO. CUENTA BANCARIA UNICA DE TRAZABILIDAD DE LA CONTRATACION.,2020-08-26T00:00:00,LEY,"OCAÑA, GRACIELA"
HCDN244122,"PEDIDO DE INFORMES AL PODER EJECUTIVO SOBRE LA IMPLEMENTACION DE LA LEY DE PRESUPUESTOS MINIMOS DE PROTECCION AMBIENTAL DE LOS BOSQUES NATIVOS - 26331 -, DURANTE PERIODO DE INICIO DEL ""AISLAMIENTO SOCIAL, PREVENTIVO Y OBLIGATORIO"" SEGUN DECRETO 297/2020, HASTA LA FECHA.",2020-08-31T00:00:00,RESOLUCION,"MENDOZA, JOSEFINA"
HCDN244228,PEDIDO DE INFORMES AL PODER EJECUTIVO SOBRE DIVERSAS CUESTIONES RELACIONADAS CON LA REACTIVACION DE LA INDUSTRIA PARA LA PRODUCCION DE BIOCOMBUSTIBLES.,2020-09-08T00:00:00,RESOLUCION,"ESTEVEZ, ENRIQUE"
HCDN244231,"PRORROGAR HASTA EL 31 DE DICIEMBRE DE 2024 LA LEY 26093, DE REGIMEN DE PROMOCION PARA LA PRODUCCION Y USO SUSTENTABLES DE BIOCOMBUSTIBLES.",2020-09-08T00:00:00,LEY,"ESTEVEZ, ENRIQUE"
HCDN244289,EXPRESAR PREOCUPACION POR LA RESOLUCION N° 253/2020 DE LA SECRETARIA DE COMERCIO INTERIOR DEL MINISTERIO DE DESARROLLO PRODUCTIVO DE LA NACION QUE INCORPORA OBSTACULOS BUROCRATICOS Y POSICIONES ARANCELARIAS A LA IMPORTACION DE LIBROS Y OTRAS PUBLICACIONES GRAFICAS POR EL PLAZO DE TRESCIENTOS SESENTA Y CINCO DIAS CORRIDOS.,2020-09-09T00:00:00,DECLARACION,"LOSPENNATO, SILVIA GABRIELA"
HCDN244575,REGIMEN PENAL DE PROTECCION AL BOSQUE NATIVO.,2020-09-21T00:00:00,LEY,"SORIA, MARTIN"
HCDN244886,PRESUPUESTOS MINIMOS DEL USO DE FITOSANITARIOS.,2020-09-30T00:00:00,LEY,"MENDOZA, JOSEFINA"
HCDN245099,"SOLICITAR AL PODER EJECUTIVO DISPONGA LAS MEDIDAS NECESARIAS PARA ASEGURAR LA ASISTENCIA REGULAR A CLASES Y CULMINACION DEL CICLO LECTIVO 2020, A LOS ALUMNOS DE INSTITUCIONES EDUCATIVAS PRIVADAS QUE ADEUDEN EL PAGO DE MATRICULAS, CUOTAS O ARANCELES.",2020-10-05T00:00:00,RESOLUCION,"DE MARCHI, OMAR"
HCDN245209,COMUNICACION DEL DICTADO DEL DECRETO DE FACULTADES DELEGADAS 789 DEL 4 DE OCTUBRE DE 2020 POR EL CUAL SE FIJA LA ALICUOTA DEL DERECHO DE EXPORTACION (D.E.) PARA LAS MERCADERIAS COMPRENDIDAS EN LAS POSICIONES ARANCELARIAS DE LA NOMENCLATURA COMUN DEL MERCOSUR (N.C.M.).,2020-10-06T00:00:00,MENSAJE,"CAFIERO, SANTIAGO ANDRES"
HCDN245308,PEDIDO DE INFORMES AL PODER EJECUTIVO SOBRE DIVERSAS CUESTIONES RELACIONADAS CON LA EXPORTACION DE CARNE PORCINA DESDE LA REPUBLICA DE CHINA.,2020-10-08T00:00:00,RESOLUCION,"ASSEFF, ALBERTO"
HCDN245559,"EXPRESAR BENEPLACITO POR LA MEDIDA DEL BLOQUE DEL "" MERCOSUR "" DE APROBAR EL GIRO DE FONDOS A NUESTRO PAIS, PARA LA ADQUISICION DE EQUIPAMIENTO PARA COMBATIR EL "" COVID - 19 "".",2020-10-19T00:00:00,DECLARACION,"MOISES, MARIA CAROLINA"
HCDN245700,"EXPRESAR PREOCUPACION POR LA FLEXIBILIZACION DE LOS REQUISITOS PARA DESMONTES ESTABLECIDOS EN LA LEY 26331, DE BOSQUE NATIVOS, IMPLEMENTADOS EN LA PROVINCIA DE SALTA.",2020-10-22T00:00:00,DECLARACION,"GODOY, LUCAS JAVIER"
HCDN246224,"PEDIDO DE INFORMES AL PODER EJECUTIVO SOBRE DIVERSAS CUESTIONES RELACIONADAS CON LA LEY 26331, DE PRESUPUESTOS MINIMOS DE PROTECCION AMBIENTAL DE LOS BOSQUES NATIVOS.",2020-11-11T00:00:00,RESOLUCION,"AUSTIN, BRENDA LIS"
HCDN246299,"APROBACION DE LA ENMIENDA AL PROTOCOLO DE MONTEVIDEO SOBRE EL COMERCIO DE SERVICIOS DEL MERCOSUR, FIRMADA EN LA CIUDAD DE BENTO GONÇALVES - REPUBLICA FEDERATIVA DEL BRASIL- EL DIA 5 DE DICIEMBRE DE 2019.",2020-11-12T00:00:00,MENSAJE Y PROYECTO DE LEY,"FERNANDEZ, ALBERTO"
HCDN246478,"DECLARASE DE INTERES PUBLICO NACIONAL, LA PRODUCCION, COMERCIALIZACION, INVESTIGACION Y USO EN MATERIA DE BIOCOMBUSTIBLES.",2020-11-19T00:00:00,LEY,"GUTIERREZ, CARLOS MARIO"
HCDN246498,"CREAR DENTRO DE LA COMISION PERMANENTE DE MERCOSUR PREVISTA EN EL ARTICULO 101 DEL REGLAMENTO DE LA HCDN, EL ""OBSERVATORIO DE LOS ODS (OBJETIVOS DE DESARROLLO SOSTENIBLE) EN EL AVANCE DEL PROCESO DE INTEGRACION REGIONAL DEL MERCADO COMUN DEL SUR - MERCOSUR"".",2020-11-20T00:00:00,RESOLUCION,"GINOCCHIO, SILVANA MICAELA"
HCDN246569,ESTABLECESE UN 5% DE REINTEGRO ADICIONAL A LA EXPORTACION EXTRAZONA (R.E.) ASIGNADO A LAS POSICIONES ARANCELARIAS DE LA NOMENCLATURA COMUN DEL MERCOSUR (N.C.M.) EN ACEITES DE OLIVA Y ACEITUNAS EN CONSERVA.,2020-11-25T00:00:00,LEY,"CASELLES, GRACIELA MARIA"
HCDN246618,ESTABLECESE UN 5 % DE REINTEGRO ADICIONAL A LA EXPORTACION EXTRAZONA (R.E.) ASIGNADO A LAS POSICIONES ARANCELARIAS DE LA NOMENCLATURA COMUN DEL MERCOSUR (N.C.M.) PARA EL PISTACHO.,2020-11-27T00:00:00,LEY,"CASELLES, GRACIELA MARIA"
HCDN246646,SOLICITAR AL PODER EJECUTIVO IMPLEMENTE UN REINTEGRO ADICIONAL A LA EXPORTACION EXTRAZONA (R.E.) ASIGNADO A LAS POSICIONES ARANCELARIAS DE LA NOMENCLATURA COMUN DEL MERCOSUR (N.C.M.) PARA EL PISTACHO.,2020-11-27T00:00:00,DECLARACION,"CASELLES, GRACIELA MARIA"
HCDN246939,EXPRESAR BENEPLACITO POR LA ASUNCION DE LA REPUBLICA ARGENTINA A LA PRESIDENCIA PRO TEMPORE DEL MERCOSUR DURANTE LA CUMBRE A DESARROLLARSE DEL 14 AL 16 DE DICIEMBRE DE 2020.,2020-12-15T00:00:00,DECLARACION,"MOISES, MARIA CAROLINA"
HCDN247042,DESTRUCCION O DEGRADACION DE BOSQUE NATIVO. REGIMEN SANCIONATORIO. MODIFICACION DEL CODIGO PENAL.,2020-12-22T00:00:00,LEY,"VALLEJOS, FERNANDA"
HCDN247047,"SOLICITAR AL PODER EJECUTIVO DISPONGA PRORROGAR LA VIGENCIA DE LOS REGIMENES DE PROMOCION PARA LA PRODUCCION Y USO SUSTENTABLES DE BIOCOMBUSTIBLES Y DE PROMOCION DE LA PRODUCCION DE BIOETANOL, RESPECTIVAMENTE, Y OTRAS CUESTIONES CONEXAS.",2020-12-22T00:00:00,DECLARACION,"CISNEROS, CARLOS ANIBAL"
HCDN247123,"EXPRESAR RECHAZO AL DECRETO DE NECESIDAD Y URGENCIA N° 1060/2020 QUE FIJA LA ALICUOTA DEL DERECHO DE EXPORTACION PARA LAS MERCADERIAS COMPRENDIDAS EN LAS POSICIONES ARANCELARIAS DE LA NOMENCLATURA COMUN DEL MERCOSUR, EN LO REFERENTE A LA SUBA DE RETENCIONES DEL VINO Y EL MOSTO Y CUESTIONES CONEXAS.-",2021-01-04T00:00:00,RESOLUCION,"CORNEJO, ALFREDO VICTOR"
HCDN247137,COMUNICACION DEL DECRETO DE FACULTADES DELEGADAS 1060 POR EL CUAL SE FIJA LA ALICUOTA DEL DERECHO DE EXPORTACION PARA MERCADERIAS COMPRENDIDAS EN LAS POSICIONES ARANCELARIAS DE LA N.C.M.,2021-01-08T00:00:00,MENSAJE,"CAFIERO, SANTIAGO ANDRES"
HCDN247152,"SOLICITAR AL PODER EJECUTIVO IMPLEMENTE POLITICAS TERRITORIALES DE CONTENCION, INCLUYENDO UNA CAMPAÑA DE TESTEO MASIVO, AISLAMIENTO Y RASTREO DE CONTACTOS EN EL TERRITORIO PARA LA DETECCION PRECOZ, EL CONTROL DE LA TRANSMISION DE COVID-19 Y SU ADECUADA TRAZABILIDAD.",2021-01-11T00:00:00,RESOLUCION,"NAJUL, CLAUDIA"
HCDN247175,SOLICITAR AL PODER EJECUTIVO GESTIONE LAS MEDIDAS PERTINENTES PARA LLEVAR A CABO LA HABILITACION DE MATRICULAS MERCOSUR PARA EL TRANSPORTE EN BUQUE DE SEMIRREMOLQUES DE CARGA Y OTRAS CUESTIONES CONEXAS.,2021-01-18T00:00:00,RESOLUCION,"ASSEFF, ALBERTO"
HCDN247197,"SOLICITAR AL PODER EJECUTIVO DISPONGA INCLUIR EN EL DECRETO 964/2020 Y MODIFICATORIOS, POR EL CUAL SE CONVOCA A SESIONES EXTRAORDINARIAS, LOS PROYECTOS RELACIONADOS CON BIOCOMBUSTIBLES Y LA PRORROGA DE LA LEY 26093.",2021-01-18T00:00:00,RESOLUCION,"MAQUIEYRA, MARTIN"
HCDN247208,PEDIDO DE INFORMES AL PODER EJECUTIVO SOBRE DIVERSAS CUESTIONES RELACIONADAS CON LAS POLITICAS SOBRE MALVINAS Y LOS OTROS DOS ARCHIPIELAGOS A CAUSA DE LA SALIDA DEL REINO UNIDO DE GRAN BRETAÑA DE LA UNION EUROPEA.,2021-01-18T00:00:00,RESOLUCION,"ASSEFF, ALBERTO"
HCDN247306,EXPRESAR PREOCUPACION POR LA FALTA DE PLANES DE DESARROLLO Y PRODUCCION DE BIOCOMBUSTIBLES.,2021-01-25T00:00:00,DECLARACION,"CORNEJO, VIRGINIA"
HCDN247428,REGULACION Y PROMOCION PARA LA PRODUCCION Y USO SUSTENTABLE DE BIOCOMBUSTIBLES - LEY 26093 -. MODIFICACIONES SOBRE EL INCREMENTO DEL PORCENTAJE DE MEZCLA DE BIODIESEL Y BIOETANOL EN COMBUSTIBLES.,2021-02-08T00:00:00,LEY,"RODRIGUEZ, ALEJANDRO ""TOPO"""
HCDN247751,"EXPRESAR BENEPLACITO POR LA DECISION POLITICA DE LA CANCILLERIA ARGENTINA DE INCORPORAR EN FORMA DEFINITIVA A LA REPLUBLICA PLURINACIONAL DE BOLIVIA AL MERCOSUR, EN EJERCICIO DE LA PRESIDENCIA PRO - TEMPORE.",2021-03-02T00:00:00,DECLARACION,"BRITEZ, MARIA CRISTINA"
HCDN247813,"REGIMEN DE REGULACION Y PROMOCION PARA LA PRODUCCION Y USO SUSTENTABLES DE BIOCOMBUSTIBLES - LEY 26093 -. MODIFICACION DE LOS ARTICULOS 7 Y 8, SOBRE LOS PORCENTAJES MINIMOS DE MEZCLA CON LA ESPECIE DE BIOCOMBUSTIBLE DENOMINADA ""BIODIESEL"" Y ""BIOETANOL"" QUE DEBEN CONTENER LOS COMBUSTIBLES FOSILES.",2021-03-04T00:00:00,LEY,"GODOY, LUCAS JAVIER"
HCDN247897,"EXPRESAR BENEPLACITO POR EL TRIGESIMO ANIVERSARIO DE LA FIRMA DEL TRATADO DE ASUNCION, SUSCRIPTO ENTRE ARGENTINA, BRASIL, PARAGUAY Y URUGUAY EL 26 DE MARZO DE 1991 Y QUE DIO ORIGEN AL MERCADO COMUN DEL SUR (MERCOSUR).",2021-03-05T00:00:00,DECLARACION,"BERISSO, HERNAN"
HCDN247925,"SOLICITAR AL PODER EJECUTIVO DISPONGA LAS MEDIDAS PERTINENTES PARA LLEVAR A CABO LA HABILITACION DE MATRICULAS MERCOSUR PARA EL TRANSPORTE EN BUQUE DE SEMIRREMOLQUES DE CARGA, Y OTRAS CUESTIONES CONEXAS.",2021-03-08T00:00:00,RESOLUCION,"ASSEFF, ALBERTO"
HCDN247984,SOLICITAR AL PODER EJECUTIVO PROCEDA A REACTIVAR Y PROMOVER EL SISTEMA DE PAGOS EN MONEDAS LOCALES (SML) PARA EL PAGO Y COBRO DE EXPORTACIONES E IMPORTACIONES EN MONEDAS NACIONALES DE LOS PAISES DEL MERCOSUR.,2021-03-09T00:00:00,RESOLUCION,"PASTORI, LUIS MARIO"
HCDN248067,"ELECCION DE PARLAMENTARIOS DEL MERCOSUR - LEY 27120 -. MODIFICACION DEL ARTICULO 16, SOBRE REMUNERACIONES.",2021-03-10T00:00:00,LEY,"CARRIZO, ANA CARLA"
HCDN248098,"PEDIDO DE INFORMES VERBALES AL SEÑOR MINISTRO DE RELACIONES EXTERIORES, COMERCIO INTERNACIONAL Y CULTO, INGENIERO FELIPE SOLA, SOBRE LOS MOTIVOS POR LOS QUE EL PAIS NO SUSCRIBIO EL DOCUMENTO DEL ""GRUPO DE CONTACTO INTERNACIONAL PARA VENEZUELA"", DONDE SE RECHAZO LA DECISION DEL REGIMEN VENEZOLANO DE DECLARAR A LA EMBAJADORA DE LA UNION EUROPEA COMO ""PERSONA NON GRATA"".",2021-03-11T00:00:00,RESOLUCION,"ENRIQUEZ, JORGE RICARDO"
HCDN248203,COMUNICACION EL DICTADO DEL DECRETO DE FACULTADES DELEGADAS N° 150 DEL 8 DE MARZO DE 2021 POR EL QUE SE FIJA LA ALICUOTA DEL DERECHO DE EXPORTACION (D.E.) PARA LAS MERCADERIAS COMPRENDIDAS EN LAS POSICIONES ARANCELARIAS DE LA NOMENCLATURA COMUN DEL MERCOSUR (N.C.M.).,2021-03-12T00:00:00,MENSAJE,"CAFIERO, SANTIAGO ANDRES"
HCDN248301,"SOLICITAR AL PODER EJECUTIVO DISPONGA LAS MEDIDAS NECESARIAS PARA CONTINUAR CON LOS BENEFICIOS PREVISTOS EN LAS LEYES 26093 Y 26334, DE BIOCOMBUSTIBLES Y BIOETANOL, RESPECTIVAMENTE.",2021-03-12T00:00:00,DECLARACION,"CISNEROS, CARLOS ANIBAL"
HCDN248421,"PRESUPUESTOS MINIMOS AMBIENTALES PARA LA PROTECCION DE LOS BOSQUES NATIVOS - LEY 26331 -. MODIFICACION, SOBRE INCUMPLIMIENTO.",2021-03-15T00:00:00,LEY,"VIVERO, CARLOS ALBERTO"
HCDN248559,PEDIDO DE INFORMES AL PODER EJECUTIVO SOBRE DIVERSAS CUESTIONES RELACIONADAS CON EL INVENTARIO DE BOSQUES NATIVOS.,2021-03-15T00:00:00,RESOLUCION,"SAPAG, ALMA LILIANA"
HCDN248541,"EXPRESAR BENEPLACITO POR EL 30 ANIVERSARIO DE LA FIRMA DEL ""TRATADO DE ASUNCION"", QUE CONSTITUYO EL ""MERCADO COMUN DEL SUR - MERCOSUR -"", SUSCRIPTO EL 26 DE MARZO DE 1991 ENTRE LAS REPUBLICAS DE ARGENTINA, FEDERATIVA DEL BRASIL, PARAGUAY Y ORIENTAL DEL URUGUAY.",2021-03-16T00:00:00,RESOLUCION,"IGLESIAS, FERNANDO ADOLFO"
HCDN248663,BIOCOMBUSTIBLES - LEY 26093 -. PRORROGASE SU VIGENCIA POR UN PLAZO DE DIEZ (10) AÑOS.,2021-03-17T00:00:00,LEY,"MOISES, MARIA CAROLINA"
HCDN248717,"MANEJO DEL FUEGO - LEY 26815 -. MODIFICACIONES, SOBRE INCENDIOS DE BOSQUES NATIVOS.",2021-03-18T00:00:00,LEY,"FREGONESE, ALICIA"
HCDN248759,EXPRESAR PREOCUPACION POR LA FALTA DE PLANES DE DESARROLLO Y PRODUCCION DE BIOCOMBUSTIBLES.,2021-03-18T00:00:00,DECLARACION,"CORNEJO, VIRGINIA"
HCDN248874,"PRORROGUESE HASTA EL 31 DE DICIEMBRE DE 2025 LA VIGENCIA DE LA 26093, DE BIOCOMBUSTIBLES.",2021-03-22T00:00:00,LEY,"LATORRE, JIMENA"
HCDN248894,"SOLICITAR AL PODER EJECUTIVO DISPONGA LAS MEDIDAS NECESARIAS TENDIENTES A LA ACTUALIZACION DE LOS ARANCELES PROFESIONALES, Y MODULOS DE PRESTACIONES MEDICAS Y DE TRANSPORTE EN SERVICIOS DE ATENCION PARA PERSONAS CON DISCAPACIDAD, Y OTRAS CUESTIONES CONEXAS.",2021-03-22T00:00:00,DECLARACION,"CARRIZO, SOLEDAD"
HCDN249099,"EXPRESAR REPUDIO POR LAS EXPRESIONES DEL PRESIDENTE ALBERTO FERNANDEZ SOBRE UNA DECLARACION DEL PRESIDENTE DE LA REPUBLICA FEDERATIVA DEL BRASIL, SEÑOR BOLSONARO, RELACIONADAS A LA BAJA DE ARANCELES.",2021-03-26T00:00:00,DECLARACION,"SCAGLIA, GISELA"
HCDN249106,"EXPRESAR REPUDIO POR LOS DICHOS DEL SEÑOR PRESIDENTE DE LA NACION, EL 26 DE MARZO DE 2021, EN EL MARCO DE LA CUMBRE POR LOS 30 AÑOS DE LA CREACION DEL MERCOSUR.",2021-03-29T00:00:00,DECLARACION,"LEHMANN, MARIA LUCILA"
HCDN249311,"EXPRESAR RECHAZO POR LAS DECLARACIONES DEL PRESIDENTE DE LA NACION, DOCTOR ALBERTO FERNANDEZ RELACIONADAS CON EL MERCOSUR.",2021-04-05T00:00:00,RESOLUCION,"IGLESIAS, FERNANDO ADOLFO"
HCDN249420,PEDIDO DE INFORMES AL PODER EJECUTIVO SOBRE DIVERSAS CUESTIONES RELACIONADAS CON LA REACTIVACION DE LA INDUSTRIA PARA LA PRODUCCION DE BIOCOMBUSTIBLES.,2021-04-08T00:00:00,RESOLUCION,"ESTEVEZ, ENRIQUE"
HCDN249569,"PEDIDO DE INFORMES VERBALES AL MINISTRO DE DESARROLLO PRODUCTIVO DE LA NACION, LICENCIADO MATIAS KULFAS, Y A LA SECRETARIA DE COMERCIO INTERIOR, DOCTORA PAULA ESPAÑOL, SOBRE DIVERSAS CUESTIONES RELACIONADAS CON LAS POLITICAS DE CONTROL DE PRECIOS Y CIERRES DE EXPORTACIONES PARA EL SECTOR DE LA CARNE.",2021-04-13T00:00:00,RESOLUCION,"ANGELINI, FEDERICO"
HCDN249595,PEDIDO DE INFORMES AL PODER EJECUTIVO SOBRE DIVERSAS CUESTIONES RELACIONADAS CON LA POSIBILIDAD DEL CIERRE DE EXPORTACIONES DE CARNE.,2021-04-14T00:00:00,RESOLUCION,"BERISSO, HERNAN"
HCDN249614,"REGIMEN DE REGULACION Y PROMOCION PARA LA PRODUCCION Y USO SUSTENTABLES DE BIOCOMBUSTIBLES - LEY 26093 -. MODIFICACION DE LOS ARTICULOS 7 Y 8, SOBRE AMPLIACION DE LOS PORCENTAJES MINIMOS DE CORTE BIOETANOL Y BIODIESEL.",2021-04-14T00:00:00,LEY,"MESTRE, DIEGO MATIAS"
HCDN249738,"EXPRESAR ADHESION POR LA PETICION A LA "" ORGANIZACION MUNDIAL DE COMERCIO - OMC -"", PARA QUE SE REALICE UNA EXENCION DE LOS DERECHOS DE PATENTE EN LA FABRICACION DE INSUMOS SANITARIOS DESTINADOS A LA LUCHA CONTRA EL COVID - 19.",2021-04-19T00:00:00,DECLARACION,"HAGMAN, ITAI"
HCDN249840,"EXPRESAR BENEPLACITO POR LA REALIZACION DEL ENCUENTRO TITULADO "" POLITICA EXTERIOR ARGENTINA Y MERCOSUR "", CON LA PRESENCIA DEL CANCILLER ARGENTINO FELIPE SOLA, REALIZADO EL 19 DE ABRIL DE 2021.",2021-04-21T00:00:00,RESOLUCION,"GINOCCHIO, SILVANA MICAELA"
HCDN249874,"MARCO REGULATORIO DE BIOCOMBUSTIBLES. DEROGACION DE LAS LEYES 23287, 26093 Y 26334.",2021-04-22T00:00:00,LEY,"FELIX, OMAR CHAFI"
HCDN249900,"SOLICITAR AL PODER EJECUTIVO DISPONGA PROROGAR LA VIGENCIA DE LA LEY 26093, DE REGIMEN DE REGULACION Y PROMOCION PARA LA PRODUCCION Y USO SUSTENTABLE DE BIOCOMBUSTIBLES.",2021-04-23T00:00:00,RESOLUCION,"AVILA, BEATRIZ LUISA"
HCDN249902,EXPRESAR BENEPLACITO POR EL ACCESO AL MERCADO PERUANO DE CITRICOS Y NUEZ DE NOGAL DE PRODUCCION NACIONAL.,2021-04-23T00:00:00,RESOLUCION,"GINOCCHIO, SILVANA MICAELA"
HCDN249959,"EXPRESAR PREOCUPACION POR LOS CONTROLES DE EXPORTACIONES DE CARNES, GRANOS Y LACTEOS.",2021-04-26T00:00:00,DECLARACION,"CORNEJO, VIRGINIA"
HCDN250035,"SOLICITAR AL PODER EJECUTIVO DISPONGA REGLAMENTAR LA LEY 27569, LA CUAL PRORROGA POR 365 DIAS LA DECLARACION DE EMERGENCIA ECONOMICA, PRODUCTIVA, FINANCIERA Y SOCIAL, A LA CADENA DE PRODUCCION DE CITRICOS DE LAS PROVINCIAS DE ENTRE RIOS, CORRIENTES, MISIONES, JUJUY, SALTA, BUENOS AIRES, TUCUMAN Y CATAMARCA.",2021-04-27T00:00:00,RESOLUCION,"VARA, JORGE"
HCDN250098,"SOLICITAR AL PODER EJECUTIVO DISPONGA LA PRORROGA HASTA EL AÑO 2025 DE LA LEY 26093, REGULACION Y PROMOCION PARA LA PRODUCCION Y USO SUSTENTABLE DE BIOCOMBUSTIBLES.",2021-04-28T00:00:00,RESOLUCION,"CORNEJO, VIRGINIA"
HCDN250115,CREACION DEL SISTEMA UNIFICADO DE TRAZABILIDAD DE LA PESCA (SUTRAP).,2021-04-29T00:00:00,LEY,"SELVA, CARLOS AMERICO"
HCDN250196,PRORROGUESE EL REGIMEN DE REGULACION Y PROMOCION PARA LA PRODUCCION Y USO SUSTENTABLES DE BIOCOMBUSTIBLES - LEY 26093 -.,2021-05-03T00:00:00,LEY,"MAQUIEYRA, MARTIN"
HCDN250322,"EXPRESAR PREOCUPACION POR EL INCUMPLIMIENTO DE LO PRESCRIPTO EN LA LEY 26331, DE PROTECCION AMBIENTAL DE BOSQUES NATIVOS, EN LA PROVINCIA DE SANTIAGO DEL ESTERO, Y OTRAS CUESTIONES CONEXAS.",2021-05-06T00:00:00,RESOLUCION,"ZAMARBIDE, FEDERICO RAUL"
HCDN250338,"EXPRESAR BENEPLACITO POR LA FIRMA DEL ""ACUERDO SOBRE COMERCIO ELECTRONICO DEL MERCOSUR"", CELEBRADO EL 29 DE ABRIL EN LA CIUDAD DE MONTEVIDEO, POR LOS REPRESENTANTES PERMANENTES DE ARGENTINA, BRASIL, PARAGUAY Y URUGUAY.",2021-05-07T00:00:00,RESOLUCION,"GINOCCHIO, SILVANA MICAELA"
HCDN250417,"COMUNICACION DEL DICTADO DEL DECRETO DE FACULTADES DELEGADAS 302 DEL 7 DE MAYO DEL 2021 POR EL CUAL SE DESGRAVA EL DERECHO DE EXPORTACION A LAS EXPORTACIONES QUE REALICEN LAS MICRO, PEQUEÑAS Y MEDIANAS EMPRESAS (MIPYMES) RESPECTO DE LAS MERCADERIAS COMPRENDIDAS EN DETERMINADAS POSICIONES ARANCELARIAS DE LA NOMENCLATURA COMUN DEL MERCOSUR (NCM).",2021-05-11T00:00:00,MENSAJE,"CAFIERO, SANTIAGO ANDRES"
HCDN250543,PRESUPUESTOS MINIMOS DE PROTECCION AMBIENTAL EN LOS EQUIPOS DE PULVERIZACION DE PRODUCTOS FITOSANITARIOS. REGIMEN.,2021-05-14T00:00:00,LEY,"FREGONESE, ALICIA"
HCDN250603,"EXPRESAR ADHESION AL PEDIDO DE SUDAFRICA E INDIA A LA ""ORGANIZACION MUNDIAL DE COMERCIO"", PARA QUE SE EXIMAN DE LOS DERECHOS DE PATENTE PARA LA PRODUCCION DE INSUMOS MEDICOS PARA LUCHAR CON EL COVID - 19.",2021-05-18T00:00:00,DECLARACION,"MUÑOZ, ROSA ROSARIO"
HCDN250604,EXPRESAR PREOCUPACION POR LA SUSPENSION DE LA EXPORTACION DE CARNES DURANTE 30 DIAS.,2021-05-18T00:00:00,DECLARACION,"CORNEJO, VIRGINIA"
HCDN250607,"COMUNICACION DEL DICTADO DEL DECRETO DE FACULTADES DELEGADAS 322 DEL 8 DE MAYO DEL 2021, POR EL CUAL EXTIENDE LA VIGENCIA DEL REGIMEN DE PROMOCION PARA LA PRODUCCION Y USO SUSTENTABLES DE BIOCOMBUSTIBLES ESTABLECIDO POR LA LEY 26093, HASTA EL 12 DE JULIO DE 2021 O HASTA QUE ENTRE EN VIGENCIA UN NUEVO MARCO REGULATORIO DE BIOCOMBUSTIBLES.",2021-05-18T00:00:00,MENSAJE,"CAFIERO, SANTIAGO ANDRES"
HCDN250622,EXPRESAR REPUDIO POR LA SUSPENSION DE LA EXPORTACION DE CARNES DURANTE 30 DIAS.,2021-05-19T00:00:00,RESOLUCION,"TORELLO, PABLO"
HCDN250634,PEDIDO DE INFORMES AL PODER EJECUTIVO SOBRE DIVERSAS CUESTIONES RELACIONADAS CON LA SUSPENSION POR 30 DIAS DE LAS EXPORTACIONES DE CARNE.,2021-05-20T00:00:00,RESOLUCION,"BERHONGARAY, MARTIN ANTONIO"
HCDN250682,EXPRESAR PREOCUPACION POR EL CIERRE DE LAS EXPORTACIONES DE CARNE VACUNA POR 30 DIAS.,2021-05-21T00:00:00,RESOLUCION,"SAPAG, ALMA LILIANA"
HCDN250688,EXPRESAR REPUDIO POR EL CIERRE DE LAS EXPORTACIONES DE CARNE POR 30 DIAS.,2021-05-21T00:00:00,DECLARACION,"LEHMANN, MARIA LUCILA"
HCDN250689,"EXPRESAR REPUDIO AL CIERRE DE LAS EXPORTACIONES DE CARNE POR 30 DIAS DISPUESTO POR RESOLUCION 75/21 DEL MINISTERIO DE AGRICULTURA, GANADERIA Y PESCA DE LA NACION.",2021-05-21T00:00:00,DECLARACION,"JETTER, INGRID"
HCDN250861,"DECLARAR DE INTERES DE LA H. CAMARA EL ""IX CONGRESO NACIONAL DE EXTENSION UNIVERSITARIA"" Y LAS ""VIII JORNADAS DE EXTENSION DEL MERCOSUR"", A REALIZARSE EN FORMA VIRTUAL DEL 14 AL 21 DE SETIEMBRE DE 2021.",2021-05-31T00:00:00,RESOLUCION,"CARRO, PABLO"
