orden,proyecto_id,titulo,publicacion_fecha,tipo,autor,relevante_manual,dominio_manual,tema_manual,orientacion_manual,saliencia_manual,notas
310,HCDN221707,"EXPRESAR BENEPLACITO POR LA ELECCION DE LA INGENIERA FORESTAL Y MAGISTER ALICIA VIOLETA BOHREN, COMO LA PRIMERA MUJER RECTORA DE LA ""UNIVERSIDAD NACIONAL DE MISIONES - UNAM -"".",2018-09-11T00:00:00,DECLARACION,"DERNA, VERONICA",,,,,,
311,HCDN157572,"LEY 20744 DE CONTRATO DE TRABAJO: MODIFICACION DEL ARTICULO 277, SOBRE PAGO EN JUICIO.",2013-10-30T00:00:00,LEY,"RECALDE, HECTOR PEDRO",,,,,,
312,HCDN253286,"PEDIDO DE INFORMES AL PODER EJECUTIVO SOBRE EL PROYECTO PRESENTADO POR EL EX INTENDENTE, JUAN ZABALETA, PARA LA CREACION DEL NUEVO PARQUE INDUSTRIAL EN EL PARTIDO DE HURLINGHAM, PROVINCIA DE BUENOS AIRES, Y EL TRASPASO DE TIERRAS CORRESPONDIENTES AL INTA.",2021-09-15T00:00:00,RESOLUCION,"TORELLO, PABLO",,,,,,
313,HCDN269572,"EXPRESAR PREOCUPACION LA DETENCION DE DOS MENORES, SIN ORDEN JUDICIAL, POR PARTE DE LA FUERZA PUBLICA DEL GOBIERNO DE LA PROVINCIA DE JUJUY, EL 28 DE JUNIO DE 2023.",2023-06-30T00:00:00,DECLARACION,"CHAHER, LEILA",,,,,,
314,HCDN266645,"PROMOVER JUICIO POLITICO AL SEÑOR MINISTRO DE RELACIONES EXTERIORES, COMERCIO INTERNACIONAL Y CULTO, SANTIAGO CAFIERO, POR MAL DESEMPEÑO Y EVENTUALES DELITOS EN EL EJERCICIO DE SUS FUNCIONES",2023-03-20T00:00:00,RESOLUCION,"IGLESIAS, FERNANDO ADOLFO",,,,,,
315,HCDN231591,"DECLARESE MONUMENTO NATURAL A LA ESPECIE ""AGUARA GUAZU - CHRYSOCYON BRACHYURUS -"".",2019-04-12T00:00:00,LEY,"ARCE, MARIO HORACIO",,,,,,
316,HCDN140738,PEDIDO DE INFORMES AL PODER EJECUTIVO SOBRE DIVERSAS CUESTIONES RELACIONADAS CON LOS MECANISMOS QUE SE HAN TENIDO EN CUENTA PARA ESTABLECER EL PRECIO DEL BIODIESEL EN EL MERCADO INTERNO.,2012-08-21T00:00:00,RESOLUCION,"ZABALZA, JUAN CARLOS",,,,,,
317,HCDN152479,"EXPRESAR BENEPLACITO POR EL DISCURSO DEL PRESIDENTE DE LA REPUBLICA DEL ECUADOR, RAFAEL CORREA SOBRE NUESTRAS ISLAS MALVINAS.",2013-05-30T00:00:00,DECLARACION,"FADUL, LILIANA",,,,,,
318,HCDN147883,"DECLARAR DE INTERES DE LA HONORABLE CAMARA DE DIPUTADOS DE LA NACION LA ""9 EDICION DE LA FIESTA NACIONAL DEL CAMPING"" A REALIZARSE DEL 3 AL 6 DE ENERO DE 2013 EN EL PARQUE COMUNAL DE SAN GUILLERMO, DEPARTAMENTO SAN CRISTOBAL, PROVINCIA DE SANTA FE.",2013-02-04T00:00:00,RESOLUCION,"MARTINEZ, OSCAR ARIEL",,,,,,
319,HCDN249717,"DECLARAR DE INTERES DE LA H. CAMARA EL PROGRAMA TELEVISIVO ""CONSTRUYENDO A MAMA"" QUE SE EMITE POR CANAL 5 DE LA PROVINCIA DE SAN JUAN.",2021-04-16T00:00:00,RESOLUCION,"CACERES, EDUARDO AUGUSTO",,,,,,
320,HCDN136286,"DECLARAR DE INTERES DE LA HONORABLE CAMARA DE DIPUTADOS DE LA NACION EL VIII CERTAMEN DE FORMACION EN VALORES EN EL ""MERCOSUR"" Y LA ""UNASUR"": MANOS JOVENES ESCRIBEN EN GRANDE.",2012-05-08T00:00:00,RESOLUCION,"DIAZ ROIG, JUAN CARLOS",,,,,,
321,HCDN168588,"SOLICITAR AL PODER EJECUTIVO DISPONGA LA REGLAMENTACION DE LA LEY 26689, CUIDADO INTEGRAL DE PERSONAS CON ENFERMEDADES POCO FRECUENTES.",2014-10-16T00:00:00,DECLARACION,"CASELLES, GRACIELA MARIA",,,,,,
322,HCDN140017,EXPRESAR BENEPLACITO POR LA INCORPORACION DE LA REPUBLICA BOLIVARIANA DE VENEZUELA AL MERCOSUR.,2012-08-02T00:00:00,DECLARACION,"CARDELLI, JORGE JUSTO",,,,,,
323,HCDN096880,PEDIDO DE INFORMES AL PODER EJECUTIVO SOBRE EL ENVIO DE CORTES CARNICOS A LA UNION EUROPEA.,2008-07-02T00:00:00,RESOLUCION,"BIANCHI, IVANA MARIA",,,,,,
324,HCDN246260,"EXPRESAR BENEPLACITO POR LAS DECLARACIONES FAVORABLES AL ACUERDO UNION EUROPEA-MERCOSUR Y EL COMPROMISO ACERCA DE SU PRONTO ENVIO AL CONGRESO NACIONAL PARA SU RATIFICACION, EXPRESADAS POR EL CANCILLER ING. FELIPE SOLA, EL 9 DE NOVIEMBRE DE 2020.",2020-11-12T00:00:00,DECLARACION,"IGLESIAS, FERNANDO ADOLFO",,,,,,
325,HCDN106750,EXPRESAR REPUDIO A LA INTENCION DE DETERMINADOS SECTORES ECONOMICOS Y DE ALGUNOS LEGISLADORES QUE PRETENDEN SUSPENDER LA LEY QUE AUTORIZA LA INCLUSION DEL HERMANO PAIS DE VENEZUELA AL MERCOSUR.,2009-06-11T00:00:00,RESOLUCION,"GENEM, AMANDA SUSANA",,,,,,
326,HCDN149236,PEDIDO DE INFORMES AL PODER EJECUTIVO SOBRE DIVERSAS CUESTIONES RELACIONADAS CON LA REPARACION DEL ROMPEHIELOS ARA ALMIRANTE IRIZAR.,2013-03-15T00:00:00,RESOLUCION,"ZABALZA, JUAN CARLOS",,,,,,
327,HCDN121112,"CODIGO ELECTORAL NACIONAL - LEY 19945 Y MODIFICATORIAS: MODIFICACIONES, SOBRE ELECCION DIRECTA DE PARLAMENTARIOS DEL MERCOSUR.",2010-11-15T00:00:00,LEY,"MICHETTI, MARTA GABRIELA",,,,,,
328,HCDN098070,"EXPRESAR BENEPLACITO POR LA REUNION DEL ""BLOQUE ARGENTINO"" DE LA ""UNION DE PARLAMENTARIOS DEL MERCOSUR"", LOS DIAS 29 Y 30 DE AGOSTO DE 2008 EN LA CIUDAD CAPITAL DE LA PROVINCIA DE MENDOZA.",2008-08-26T00:00:00,DECLARACION,"FADEL, PATRICIA SUSANA",,,,,,
329,HCDN185932,"REGLAMENTO DE LA H. CAMARA DE DIPUTADOS DE LA NACION: MODIFICACION DEL ARTICULO 64, AMPLIANDO LA COMPETENCIA DE LA COMISION DE RELACIONES EXTERIORES Y CULTO A LAS MATERIAS DE INTERES DEL MERCOSUR.",2016-05-16T00:00:00,RESOLUCION,"GAILLARD, ANA CAROLINA",,,,,,
330,HCDN194015,"EXPRESAR PREOCUPACION POR LA EXCLUSION DE LA REPUBLICA BOLIVARIANA DE VENEZUELA, COMO MIEMBRO DEL BLOQUE DEL MERCOSUR.",2016-12-14T00:00:00,DECLARACION,"RECALDE, HECTOR PEDRO",,,,,,
331,HCDN092720,"APELLIDO MARITAL, UTILIZACION POR LA MUJER CASADA, MODIFICACION A LA LEY 18248 DEL NOMBRE Y A LA LEY 23515 DE MATRIMONIO (REPRODUCCION DEL EXPEDIENTE 1186-D-06).",2008-03-12T00:00:00,LEY,"MACALUSE, EDUARDO GABRIEL",,,,,,
332,HCDN230484,"DECLARAR DE INTERES DE LA H. CAMARA LA PRIMERA REUNION DEL COMITE TECNICO N° 7 "" DEFENSA AL CONSUMIDOR - MERCOSUR"", REALIZADO EL 21 Y 22 DE MARZO DE 2019 EN LA CIUDAD DE USHUAIA, PROVINCIA DE TIERRA DEL FUEGO ANTARTIDA E ISLAS DEL ATLANTICO SUR.",2019-03-28T00:00:00,DECLARACION,"FRANCO, JORGE DANIEL",,,,,,
333,HCDN179505,EXPRESAR BENEPLACITO POR LA REACTIVACION DE LAS NEGOCIACIONES EN BLOQUE ENTRE EL MERCOSUR Y LA UNION EUROPEA.,2015-08-31T00:00:00,RESOLUCION,"ASSEFF, ALBERTO",,,,,,
334,HCDN282844,"PEDIDO DE INFORMES AL PODER EJECUTIVO SOBRE EL PLAN PREVISTO PARA EL PROCESO DE ESTATIZACION Y CONVOCATORIA A CONCESION PRIVADA DEL CORREDOR VIAL TRONCAL DEL MERCOSUR, Y OTRAS CUESTIONES CONEXAS.",2025-03-19T00:00:00,RESOLUCION,"ARAUJO HERNANDEZ, JORGE NERI",,,,,,
335,HCDN144595,"PROMOVER JUICIO POLITICO AL MINISTRO DE JUSTICIA Y DERECHOS HUMANOS DE LA NACION, JULIO ALAK, POR MAL DESEMPEÑO EN SUS FUNCIONES.",2012-12-05T00:00:00,RESOLUCION,"CARRIO, ELISA MARIA AVELINA",,,,,,
336,HCDN105686,"CREACION DEL PROGRAMA DE CONTENCION SOCIAL (PCS), CON LA MISION DE COMBATIR LA SITUACION DE POBREZA DE LOS HOGARES DE LA REPUBLICA ARGENTINA, PROMOVER Y CERTIFICAR LA INSERCION Y REINSERCION A FUENTES GENUINAS DE EMPLEO FORMAL DE JEFES Y JEFAS DE HOGARES POBRES.",2009-05-14T00:00:00,LEY,"BULLRICH, ESTEBAN JOSE",,,,,,
337,HCDN105203,"DECLARAR DE INTERES DE LA H. CAMARA LA ""CAPACITACION: ALTERNATIVAS PARA DECIDIR LA SIEMBRA DE INVIERNO"", A REALIZARSE EL DIA 7 DE MAYO DE 2009 EN BANDERALO, PROVINCIA DE BUENOS AIRES.",2009-04-28T00:00:00,RESOLUCION,"FERRO, FRANCISCO JOSE",,,,,,
338,HCDN183876,"COMPETITIVIDAD - LEY 25413 -. MODIFICACION DEL ARTICULO 2°, SOBRE IMPUESTO A LOS DEBITOS Y CREDITOS EN CUENTAS BANCARIAS.",2016-03-31T00:00:00,LEY,"DIAZ ROIG, JUAN CARLOS",,,,,,
339,HCDN256314,"PEDIDO DE INFORMES AL PODER EJECUTIVO SOBRE DIVERSAS CUESTIONES RELACIONADAS CON LOS PROYECTOS DE DESARROLLO EMPRESARIAL - PAC REACTIVACION PRODUCTIVA PARA MICRO, PEQUEÑAS Y MEDIANAS EMPRESAS.",2022-03-10T00:00:00,RESOLUCION,"CASTETS, LAURA CAROLINA",,,,,,
340,HCDN167194,"EXPRESAR BENEPLACITO POR EL ""VI CONGRESO INTERNACIONAL DE EDUCACION INTERCULTURAL Y LITERATURA CONTEMPORANEA"", EL ""IX ENCUENTRO DE ESCRITORES DEL MERCOSUR"" Y EL ""III ENCUENTRO DE PRODUCTORES CULTURALES DEL MERCOSUR"", A REALIZARSE DEL 10 AL 12 DE OCTUBRE DE 2014 EN PUERTO IGUAZU, PROVINCIA DE MISIONES.",2014-09-10T00:00:00,RESOLUCION,"PERIE, JULIA ARGENTINA",,,,,,
341,HCDN113414,"PEDIDO DE INFORMES AL PODER EJECUTIVO SOBRE LAS RAZONES OPERATIVAS, ECONOMICAS O FINANCIERAS QUE IMPULSARON AL CIERRE DE LAS EXPORTACIONES DE CARNES EN LOS CORTES FRESCOS BOVINOS NO COMPRENDIDOS EN LA ""CUOTA HILTON"".",2010-03-16T00:00:00,RESOLUCION,"GRIBAUDO, CHRISTIAN ALEJANDRO",,,,,,
342,HCDN173920,SOLICITAR AL PODER EJECUTIVO DISPONGA LAS MEDIDAS NECESARIAS PARA LA INCLUSION DE LA VITIVINICULTURA EN EL SISTEMA DE DEVOLUCION DE RETENCIONES A LA EXPORTACION IMPLEMENTADO RECIENTEMENTE.,2015-04-07T00:00:00,RESOLUCION,"PRADINES, ROBERTO ARTURO",,,,,,
343,HCDN153101,"EXPRESAR PREOCUPACION POR EL SEXTO AÑO CONSECUTIVO DE INCUMPLIMIENTO DE LA ""CUOTA HILTON"".",2013-06-26T00:00:00,DECLARACION,"MARTINEZ, JULIO CESAR",,,,,,
344,HCDN272938,"CREACION DEL BANCO NACIONAL DE GUARDA DE TEJIDO GERMINAL Y GAMETOS DE NIÑAS, NIÑOS Y ADOLESCENTES MENORES DE 18 AÑOS.",2024-03-04T00:00:00,LEY,"FERRARO, MAXIMILIANO",,,,,,
345,HCDN125815,"DECLARAR DE INTERES DE LA HONORABLE CAMARA DE DIPUTADOS DE LA NACION LA ""XVII EXPO-RURAL DEL MERCOSUR"", A REALIZARSE ENTRE LOS DIAS 7 Y 10 DE SEPTIEMBRE, EN LA SOCIEDAD RURAL DE GOBERNADOR VIRASORO, PROVINCIA DE CORRIENTES.",2011-03-23T00:00:00,RESOLUCION,"ORSOLINI, PABLO EDUARDO",,,,,,
