orden,proyecto_id,titulo,publicacion_fecha,tipo,autor,relevante_manual,dominio_manual,tema_manual,orientacion_manual,saliencia_manual,notas
85,HCDN247912,"PEDIDO DE INFORMES AL PODER EJECUTIVO SOBRE DIVERSAS CUESTIONES RELACIONADAS CON LAS ACCIONES QUE SE LLEVARAN A CABO ATENTO LOS CAMBIOS SUSTANCIALES QUE ESTAN EXPERIMENTANDO LOS HABITANTES DE LAS ISLAS MALVINAS, ISLAS GEORGIAS DEL SUR Y SANDWICH DEL SUR, A CAUSA DE LA SALIDA DEL REINO UNIDO DE LA UNION EUROPEA.",2021-03-08T00:00:00,RESOLUCION,"ASSEFF, ALBERTO",,,,,,
86,HCDN239935,"PEDIDO DE INFORMES VERBALES AL MINISTRO DE RELACIONES EXTERIORES, COMERCIO INTERNACIONAL Y CULTO, FELIPE SOLA, SOBRE EL COMUNICADO EMITIDO POR LA PRESIDENCIA PRO TEMPORE DEL MERCOSUR QUE DA CUENTA DE LA DECISION DE LA REPUBLICA ARGENTINA DE DEJAR DE PARTICIPAR EN LAS NEGOCIACIONES DE LOS ACUERDOS COMERCIALES EN CURSO Y DE LAS FUTURAS NEGOCIACIONES DEL BLOQUE, EN EL MARCO DE LA PANDEMIA POR EL COVID-19.",2020-04-29T00:00:00,RESOLUCION,"ASSEFF, ALBERTO",,,,,,
87,HCDN212787,CREDITO Y REFINANCIAMIENTO DE DEUDAS PARA LA REACTIVACION DEL SECTOR AGROPECUARIO.,2018-03-16T00:00:00,LEY,"OLMEDO, ALFREDO HORACIO",,,,,,
88,HCDN179759,"DECLARAR DE INTERES DE LA H. CAMARA EL LANZAMIENTO OFICIAL DE LA ""26° FIESTA NACIONAL Y 12° FIESTA DEL CHAMAME DEL MERCOSUR"", A REALIZARSE EL 13 DE SEPTIEMBRE DE 2015, EN LA CIUDAD AUTONOMA DE BUENOS AIRES.",2015-09-09T00:00:00,RESOLUCION,"PORTELA, AGUSTIN ALBERTO",,,,,,
89,HCDN118755,"DECLARAR DE INTERES DE H. CAMARA LA CREACION DEL INSTITUTO DE POLITICAS PUBLICAS EN DERECHOS HUMANOS DEL MERCOSUR, QUE SERA INSTALADO EN LA EX ESMA.",2010-08-06T00:00:00,RESOLUCION,"FERRA DE BARTOL, MARGARITA",,,,,,
90,HCDN230709,"ELECCION DE PARLAMENTARIOS DEL MERCOSUR - LEY 27120 -. MODIFICACION DEL ARTICULO 16, SOBRE REMUNERACIONES (REPRODUCCION DEL EXPEDIENTE 1349-D-17).",2019-04-03T00:00:00,LEY,"CARRIZO, ANA CARLA",,,,,,
91,HCDN120895,ELECCION DE PARLAMENTARIOS DEL MERCOSUR. MODIFICACION DE LA LEY 19945 (CODIGO ELECTORAL NACIONAL).,2010-11-03T00:00:00,LEY,"MERLO, MARIO RAUL",,,,,,
92,HCDN116668,"EXPRESAR PREOCUPACION POR LOS INCUMPLIMIENTOS REITERADOS DE LA ""AUTORIDAD CUENCA MATANZA RIACHUELO - ACUMAR -"", DE LOS GOBIERNOS: NACIONAL, DE LA PROVINCIA DE BUENOS AIRES Y DE LA CIUDAD AUTONOMA DE BUENOS AIRES; NO RESPONDIENDO LOS INFORMES QUE REQUIRIO LA CORTE SUPREMA DE JUSTICIA DE LA NACION EN EL MARCO DE LA CAUSA ""MENDOZA"".",2010-06-02T00:00:00,DECLARACION,"GIUDICI, SILVANA MYRIAM",,,,,,
93,HCDN278623,PEDIDO DE INFORMES AL PODER EJECUTIVO SOBRE LAS ACCIONES QUE ESTA IMPLEMENTANDO EL GOBIERNO NACIONAL EN POS DEL CUMPLIMIENTO DEL REGLAMENTO RELATIVO A LA COMERCIALIZACION Y EXPORTACION DE PRODUCTOS ASOCIADOS A LA DEFORESTACION Y LA DEGRADACION FORESTAL EN EL MERCADO DE LA UNION EUROPEA.,2024-10-03T00:00:00,RESOLUCION,"BALLEJOS, NANCY",,,,,,
94,HCDN204712,"PEDIDO DE INFORMES AL PODER EJECUTIVO SOBRE LOS ACUERDOS COMERCIALES FIRMADOS CON LOS ESTADOS UNIDOS DE AMERICA RELACIONADOS CON LA IMPORTACION DE CARNE DE CERDO, Y OTRAS CUESTIONES CONEXAS.",2017-08-24T00:00:00,RESOLUCION,"CICILIANI, ALICIA MABEL",,,,,,
95,HCDN178970,"EXPRESAR PREOCUPACION POR LA PROPUESTA DEL SEÑOR PRESIDENTE DEL SENADO FEDERAL DE LA REPUBLICA FEDERATIVA DEL BRASIL, RENAN CALHEIROS, INSTANDO A PONER FIN A LA UNION ADUANERA DEL MERCOSUR, Y OTRAS CUESTIONES CONEXAS.",2015-08-18T00:00:00,RESOLUCION,"ASSEFF, ALBERTO",,,,,,
96,HCDN286280,DEROGUESE EL DECRETO N° 462/2025 DEL PODER EJECUTIVO NACIONAL.,2025-07-17T00:00:00,LEY,"CARIGNANO, FLORENCIA",,,,,,
97,HCDN139913,SOLICITAR AL PODER EJECUTIVO DISPONGA ABSTENERSE DE VULNERAR TRATADOS VIGENTES DEL MERCOSUR.,2012-07-31T00:00:00,DECLARACION,"PINEDO, FEDERICO",,,,,,
98,HCDN243812,REGULACION DE LOS SERVICIOS DIGITALES DE INTERMEDIACION EN LINEA PARA LA DEFENSA DE LA COMPETENCIA Y LOS CONSUMIDORES.,2020-08-25T00:00:00,LEY,"RAMON, JOSE LUIS",,,,,,
99,HCDN164745,CODIGO ELECTORAL NACIONAL - LEY 19945 - MODIFICACIONES SOBRE ELECCIONES DE REPRESENTANTES AL PARLAMENTO DEL MERCOSUR.,2014-06-24T00:00:00,LEY,"EHCOSOR, MARIA AZUCENA",,,,,,
100,HCDN115917,SOLICITAR AL PODER EJECUTIVO DISPONGA LA PROMOCION DE PROGRAMAS REGIONALES DE CULTIVOS ENERGETICOS ALTERNATIVOS DESTINADOS A LA PRODUCCION DE BIOCOMBUSTIBLES.,2010-05-14T00:00:00,DECLARACION,"VILARIÑO, JOSE ANTONIO",,,,,,
101,HCDN248077,"EXPRESAR REPUDIO POR EL COMUNICADO DEL PARTIDO JUSTICIALISTA DE CLORINDA, PROVINCIA DE FORMOSA, EN TERMINOS AGRAVIANTES Y ANTISEMITAS CONTRA EL DIPUTADO NACIONAL WALDO WOLFF.",2021-03-10T00:00:00,DECLARACION,"IGLESIAS, FERNANDO ADOLFO",,,,,,
102,HCDN141855,"EXPRESAR PESAR POR EL FALLECIMIENTO DE LA BAILARINA Y COREOGRAFA OLGA FERRI, OCURRIDO EL DIA 17 DE SEPTIEMBRE DE 2012.",2012-09-18T00:00:00,DECLARACION,"GUZMAN, OLGA ELIZABETH",,,,,,
103,HCDN161347,MATRICULADOS EN CIENCIAS ECONOMICAS EN MATERIA JUDICIAL Y ADMINISTRATIVA: REGULACION DE LA ACTIVIDAD PROFESIONAL Y REGIMEN ARANCELARIO; CREACION DEL REGISTRO DE ASIGNACION DE PROFESIONALES EN CIENCIAS ECONOMICAS (REPRODUCCION DEL EXPEDIENTE 5273-D-11).,2014-04-07T00:00:00,LEY,"DIAZ ROIG, JUAN CARLOS",,,,,,
104,HCDN110216,"EXPRESAR BENEPLACITO POR LA APROBACION EN EL PARLAMENTO LATINOAMERICANO DE LA PROPUESTA DE CREACION DE UNA AGENCIA AMBIENTAL DEL ""MERCOSUR"".",2009-11-06T00:00:00,DECLARACION,"IGLESIAS, FERNANDO ADOLFO",,,,,,
105,HCDN244584,OBSERVATORIO LEGISLATIVO ANTICORRUPCION. CREACION EN EL AMBITO DE LA H. CAMARA DE DIPUTADOS DE LA NACION.,2020-09-21T00:00:00,RESOLUCION,"CAMAÑO, GRACIELA",,,,,,
106,HCDN109227,"SOLICITAR AL PODER EJECUTIVO DISPONGA LAS MEDIDAS NECESARIAS PARA PROPONERLE A LOS ESTADOS - PARTE DEL MERCOSUR UNA DEFINICION MAS PRECISA Y COMPLETA DE LOS ALCANCES DE LA ""CLAUSULA DEMOCRATICA DEL MERCOSUR"" ACORDADA EL DIA 24 DE JULIO DE 1998 EN EL PROTOCOLO DE USHUAIA.",2009-10-02T00:00:00,RESOLUCION,"IGLESIAS, FERNANDO ADOLFO",,,,,,
107,HCDN273565,"LUCHA CONTRA EL ALCOHOLISMO - LEY 24788 -. MODIFICACION, SOBRE PUBLICIDAD, DIFUSION Y PROMOCION DEL CONSUMO DE BEBIDAS ALCOHOLICAS. MODIFICACION DE LA LEY 26870.",2024-03-14T00:00:00,LEY,"FRADE, MONICA",,,,,,
108,HCDN135802,"EXPRESAR REPUDIO POR LAS DECLARACIONES DEL SEÑOR MINISTRO DE INDUSTRIA JOSE SORIA Y DEL SEÑOR IÑIGO MENDEZ DE VIGO, SECRETARIO PARA LA UNION EUROPEA, AMBOS DEL REINO DE ESPAÑA, VINCULADAS AL EJERCICIO DE LA SOBERANIA DEL ESTADO NACIONAL ARGENTINO SOBRE LAS EMPRESAS RADICADAS EN NUESTRO PAIS Y FUNDAMENTALMENTE A LOS RECURSOS PRETROLEROS ARGENTINOS.",2012-04-17T00:00:00,RESOLUCION,"BARRANDEGUY, RAUL ENRIQUE",,,,,,
109,HCDN163289,EXPRESAR PREOCUPACION POR EL INMINENTE INCUMPLIMIENTO DE LA TOTALIDAD DEL CUPO OTORGADO A NUESTRO PAIS BAJO EL REGIMEN DE CUOTA HILTON CORRESPONDIENTE AL PERIODO 2013- 2014.,2014-05-15T00:00:00,RESOLUCION,"CASAÑAS, JUAN FRANCISCO",,,,,,
110,HCDN113433,"COMUNICACION DEL DECRETO 311/2010 DICTADO EN USO DE FACULTADES DELEGADAS POR EL CUAL SE ESTABLECE UNA REDUCCION DEL DERECHO DE IMPORTACION EXTRAZONA (DIE) AL DOS POR CIENTO (2%) PARA VEHICULOS PROVENIENTES DE PAISES QUE INTEGRAN EL MERCOSUR, CON PROPULSION A: MOTOR ELECTRICO Y ALTERNATIVO, MOTOR ELECTRICO EXCLUSIVAMENTE U OTRO TIPO DE ENERGIAS ALTERNATIVAS.",2010-03-16T00:00:00,MENSAJE,"FERNANDEZ, ANIBAL DOMINGO",,,,,,
111,HCDN193318,"ESTABLECESE UN REINTEGRO ADICIONAL DEL 5% A LA ""EXPORTACION EXTRAZONA - RE -"", ASIGNADO A LAS POSICIONES ARANCELARIAS DE LA ""NOMENCLATURA COMUN DEL MERCOSUR - NCM -"", CORRESPONDIENTE A LA DOLOMITA CRUDA Y CALCINADA.",2016-11-25T00:00:00,LEY,"CASELLES, GRACIELA MARIA",,,,,,
112,HCDN268996,INCORPORAR COMO PRESTACION OBLIGATORIA LA COBERTURA INTEGRAL DEL LINFEDEMA COMO ENFERMEDAD EN EL PROGRAMA MEDICO OBLIGATORIO (PMO). INSTITUIR EL 6 DE MARZO DE CADA AÑO COMO DIA NACIONAL DEL LINFEDEMA.,2023-06-01T00:00:00,LEY,"MANZI, RUBEN",,,,,,
113,HCDN120696,SISTEMA INTEGRADO DE ESTADISTICAS SOCIODEMOGRAFICAS Y EDUCATIVAS - SIESE -. CREACION,2010-10-22T00:00:00,LEY,"ARGUMEDO, ALCIRA SUSANA",,,,,,
114,HCDN288510,ESTABLEZCASE UNA CAMPAÑA NACIONAL PARA PROMOVER EL USO RESPONSABLE DE MEDICAMENTOS Y PREVENIR LA AUTOMEDICACION.,2025-11-13T00:00:00,LEY,"CALLETTI, PAMELA",,,,,,
115,HCDN243038,SOLICITAR AL PODER EJECUTIVO DISPONGA INCLUIR EN EL PRESUPUESTO NACIONAL DEL AÑO 2021 LAS PARTIDAS DINERARIAS NECESARIAS Y SUFICIENTES PARA CONCLUIR LA TOTALIDAD DE LA OBRA DEL BELGRANO CARGAS EN TODA SU EXTENSION.,2020-07-29T00:00:00,DECLARACION,"CORNEJO, VIRGINIA",,,,,,
116,HCDN259104,"PEDIDO DE INFORMES AL PODER EJECUTIVO SOBRE DIVERSAS CUESTIONES RELACIONADAS CON LA REUBICACION DE ASENTAMIENTOS PRECARIOS SITOS EN LA CUENCA MATANZA RIACHUELO HASTA EL MES DE MAYO DE 2022, Y OTRAS CUESTIONES CONEXAS.",2022-05-31T00:00:00,RESOLUCION,"SALVADOR, SEBASTIAN NICOLAS",,,,,,
117,HCDN287673,PROCEDIMIENTO SUMARISIMO DE RESTITUCION DE LA PROPIEDAD PRIVADA. REGIMEN.,2025-09-24T00:00:00,LEY,"MILMAN, GERARDO",,,,,,
118,HCDN248436,"RUINAS DEL ANTIGUO CASCO DE ESTANCIA DE LOS MONTAÑO EN COLANGÜIL, PROVINCIA DE SAN JUAN. SE LAS DECLARA MONUMENTO HISTORICO NACIONAL.",2021-03-15T00:00:00,LEY,"GIOJA, JOSE LUIS",,,,,,
119,HCDN172021,"SOLICITAR AL PODER EJECUTIVO DISPONGA LAS MEDIDAS NECESARIAS PARA PROMOVER LA SUSPENSION DE LA REPUBLICA BOLIVARIANA DE VENEZUELA, DEL BLOQUE QUE CONFORMAN EL MERCOSUR.",2015-02-20T00:00:00,RESOLUCION,"GRIBAUDO, CHRISTIAN ALEJANDRO",,,,,,
120,HCDN256120,"DECLARAR DE INTERES DE LA H. CAMARA EL 30 ANIVERSARIO DE LA FIRMA DEL TRATADO DE ASUNCION Y CONSTITUCION DEL MERCADO COMUN DEL SUR ( MERCOSUR ) ENTRE ARGENTINA, BRASIL, URUGUAY Y PARAGUAY, QUE SE CUMPLIRA EL 26 DE MARZO DE 2021 Y OTRAS CUESTIONES CONEXAS.",2022-03-07T00:00:00,RESOLUCION,"GINOCCHIO, SILVANA MICAELA",,,,,,
121,HCDN098216,"PEDIDO DE INFORMES AL PODER EJECUTIVO SOBRE EL ESTADO DE TRANSITABILIDAD DE LAS VIAS FERREAS DEL TRAMO CHILLAR - MARIA IGNACIA - VELA, PROVINCIA DE BUENOS AIRES.",2008-08-29T00:00:00,RESOLUCION,"ALCUAZ, HORACIO ALBERTO",,,,,,
122,HCDN248035,BIOCOMBUSTIBLES - LEY 26093 -. SE PRORROGA SU VIGENCIA HASTA EL 31 DE DICIEMBRE DE 2022.,2021-03-10T00:00:00,LEY,"GUTIERREZ, CARLOS MARIO",,,,,,
123,HCDN235630,ADOPCION DEL SIMBOLO INTERNACIONAL DE ACCESIBILIDAD UNIVERSAL.,2019-09-19T00:00:00,LEY,"MASIN, MARIA LUCILA",,,,,,
124,HCDN159723,EXPRESAR BENEPLACITO POR EL ACUERDO FIRMADO POR EL GOBIERNO ARGENTINO CON LA EMPRESA REPSOL.,2014-03-06T00:00:00,RESOLUCION,"DONKIN, CARLOS GUILLERMO",,,,,,
125,HCDN131080,"DECLARAR DE INTERES DE LA HONORABLE CAMARA DE DIPUTADOS DE LA NACION EL PRIMER PROYECTO BINACIONAL DE REDUCCION DE LA DEFORESTACION Y DEGRADACION DE BOSQUES NATIVOS EN LA ARGENTINA Y CHILE, DENOMINADO PROYECTO NATIVO.",2011-09-08T00:00:00,RESOLUCION,"VILARIÑO, JOSE ANTONIO",,,,,,
126,HCDN101234,"EXPRESAR BENEPLACITO POR LA INAUGURACION DE LAS ESCUELAS AGROTECNICAS ""CORNELIO SAAVEDRA"" Y ""PROVINCIA DE SANTA CRUZ"" EL DIA 24 DE NOVIEMBRE DE 2008 EN EL MARCO DEL 255 ANIVERSARIO DE LA CIUDAD DE RODEO, PROVINCIA DE SAN JUAN.",2008-12-03T00:00:00,RESOLUCION,"CASELLES, GRACIELA MARIA",,,,,,
127,HCDN170519,"SOLICITAR AL PODER EJECUTIVO DISPONGA LAS MEDIDAS NECESARIAS PARA QUE CONFORME A LO DISPUESTO POR EL PROTOCOLO CONSTITUTIVO DEL PARLAMENTO DEL MERCOSUR, SEA FIJADO EL ""DIA DEL MERCOSUR CIUDADANO"".",2014-12-03T00:00:00,RESOLUCION,"NEGRI, MARIO RAUL",,,,,,
128,HCDN165580,"EXPRESAR BENEPLACITO POR LA OBRA QUE REALIZA LA ""FUNDACION RECIDUCA"" EN LA INCLUSION DE LOS JOVENES.",2014-07-17T00:00:00,DECLARACION,"MESTRE, DIEGO MATIAS",,,,,,
129,HCDN273216,"EXPRESAR BENEPLACITO POR LA SELECCION DE LOS PERROS DE KILLARI COMO GANADOR DEL PROYECTO AUDIOVISUAL REALIZADO EN LA LOCALIDAD DE VILLAVIL, BELEN, CATAMARCA.",2024-03-11T00:00:00,RESOLUCION,"GINOCCHIO, SILVANA MICAELA",,,,,,
130,HCDN198423,CREACION DEL SISTEMA DE TRAZABILIDAD DE LA FRUTA FRESCA DE PEPITA Y CAROZO,2017-05-15T00:00:00,LEY,"SORIA, MARIA EMILIA",,,,,,
131,HCDN124398,"REGIMEN PENAL TRIBUTARIO, LEY 24769 Y MODIFICATORIAS: DEROGACION DEL ARTICULO 16, SOBRE EXTINCION DE LA ACCION PENAL (REPRODUCCION DEL EXPEDIENTE 0182-D-09).",2011-03-01T00:00:00,LEY,"COMELLI, ALICIA MARCELA",,,,,,
132,HCDN117904,"EXPRESAR REPUDIO POR LAS DECLARACIONES DEL GENOCIDA JORGE RAFAEL VIDELA, VERTIDAS EN EL MARCO DEL JUICIO POR LOS DELITOS DE LA ULTIMA DICTADURA QUE SE LLEVA A CABO EN LA CIUDAD DE CORDOBA.",2010-07-07T00:00:00,RESOLUCION,"GULLO, JUAN CARLOS DANTE",,,,,,
133,HCDN180647,"ELECCION DE PARLAMENTARIOS DEL MERCOSUR - LEY 27120: MODIFICACION DEL ARTICULO 16, SOBRE INMUNIDADES PARLAMENTARIAS, LABORALES, PREVISIONALES Y PROTOCOLARES.",2015-10-08T00:00:00,LEY,"CARRIZO, ANA CARLA",,,,,,
134,HCDN258590,"APROBACION DEL ACUERDO PARA LA PROTECCION MUTUA DE LAS INDICACIONES GEOGRAFICAS ORIGINARIAS EN LOS TERRITORIOS DE LOS ESTADOS PARTE DEL MERCOSUR, SUSCRIPTO EN LA CIUDAD DE BENTO GONÇALVES - REPUBLICA FEDERATIVA DEL BRASIL EL 5 DE DICIEMBRE DE 2019.",2022-05-05T00:00:00,MENSAJE Y PROYECTO DE LEY,"FERNANDEZ, ALBERTO",,,,,,
135,HCDN138017,PEDIDO DE INFORMES AL PODER EJECUTIVO SOBRE DIVERSAS CUESTIONES RELACIONADAS CON LA RESPUESTA A LA DEMANDA DE LA UNION EUROPEA POR LA RESTRICCION A LAS IMPORTACIONES IMPUESTAS POR LA REPUBLICA ARGENTINA.,2012-06-11T00:00:00,RESOLUCION,"ATANASOF, ALFREDO NESTOR",,,,,,
136,HCDN212433,PEDIDO DE INFORMES AL PODER EJECUTIVO SOBRE DIVERSAS CUESTIONES RELACIONADAS CON LA SUSPENSION DE LA REPUBLICA BOLIVARIANA DE VENEZUELA DEL MERCOSUR (REPRODUCCION DEL EXPEDIENTE 4308-D-17).,2018-03-09T00:00:00,RESOLUCION,"CARMONA, GUILLERMO RAMON",,,,,,
137,HCDN252245,"EXPRESAR PREOCUPACION POR LAS DECLARACIONES DEL GOBIERNO URUGUAYO EN LA REUNION DE CANCILLERES DEL MERCOSUR, SOBRE LA INTENCION DE REALIZAR NEGOCIACIONES COMERCIALES UNILATERALES.",2021-07-16T00:00:00,DECLARACION,"BRITEZ, MARIA CRISTINA",,,,,,
138,HCDN165669,PEDIDO DE INFORMES AL PODER EJECUTIVO SOBRE DIVERSAS CUESTIONES RELACIONADAS CON LA SITUACION DE ESTANCAMIENTO DEL MERCOSUR Y LA POSIBLE ELECCION DEL EX PRESIDENTE COLOMBIANO ERNESTO SAMPER COMO SECRETARIO GENERAL DE UNASUR.,2014-07-21T00:00:00,RESOLUCION,"ASSEFF, ALBERTO",,,,,,
139,HCDN278885,"PROVINCIALIZACION DE TIERRA DEL FUEGO, ANTARTIDA E ISLAS DEL ATLANTICO SUR - LEY 26552-. MODIFICACIONES SOBRE LIMITES GEOGRAFICOS Y MARITIMOS. MODIFICACION DE LA LEY 23775.",2024-10-14T00:00:00,LEY,"ARAUJO HERNANDEZ, JORGE NERI",,,,,,
140,HCDN197648,"SOLICITAR AL PODER EJECUTIVO DISPONGA REMITIR EL LISTADO DE NEGOCIACIONES ENTRE LA ""UNION EUROPEA"" Y EL ""MERCOSUR"", EN OPORTUNIDAD DEL INTERCAMBIO DE OFERTAS CELEBRADO EN BRUSELAS, EL 11 DE MAYO DE 2016.",2017-04-26T00:00:00,DECLARACION,"DE MENDIGUREN, JOSE IGNACIO",,,,,,
141,HCDN268328,EXPRESAR QUE LA LIBERTAD DE EXPRESION Y DE PRENSA SON VALORES FUNDAMENTALES PARA LA VIDA EN DEMOCRACIA Y SOLIDARIDAD CON LA PERIODISTA MARCELA PAGANO CENSURADA EN SU LABOR POR PARTE DEL GRUPO AMERICA.,2023-05-04T00:00:00,DECLARACION,"AJMECHET, SABRINA",,,,,,
142,HCDN218021,"EXPRESAR PREOCUPACION POR EL ESTADO DE LA ATENCION PRIMARIA DE LA SALUD, LA PREVENCION Y CONTROL DE TODAS LAS FORMAS DE TRANSMISION DE LA ENFERMEDAD DE CHAGAS EN LA REPUBLICA ARGENTINA.",2018-06-08T00:00:00,DECLARACION,"CAMAÑO, GRACIELA",,,,,,
143,HCDN258652,"PEDIDO DE INFORMES AL PODER EJECUTIVO SOBRE LAS MEDIDAS DE ALERTA Y PREVENCION RESPECTO A LA ENFERMEDAD DE CHAGAS Y SU CONTAGIO EL MONTO ASIGNADO PARA CADA PROVINCIA A LOS EFECTOS DE LA PREVENCION, CONCIENTIZACION Y TRATAMIENTO.",2022-05-13T00:00:00,RESOLUCION,"CORNEJO, VIRGINIA",,,,,,
144,HCDN211870,"EJERCICIO DE LA PROFESION DE CIENCIAS ECONOMICAS - LEY 20488 -. MODIFICACION DE LOS ARTICULOS 8° Y 19 E INCORPORACION DEL ARTICULO 18 BIS, SOBRE INSCRIPCION DE LA MATRICULA Y MULTAS.",2018-03-05T00:00:00,LEY,"BIANCHI, IVANA MARIA",,,,,,
145,HCDN251418,CREASE EL PROGRAMA DE ESCUELAS DE OFICIOS.,2021-06-18T00:00:00,LEY,"CRESTO, MAYDA",,,,,,
146,HCDN163265,"SOLICITAR AL PODER EJECUTIVO NACIONAL DISPONGA LAS MEDIDAS NECESARIAS PARA LA DIFUSION DE CAMPAÑAS DE CONCIENTIZACION Y SENSIBILIZACION PARA PREVENIR Y ERRADICAR EL ACOSO CALLEJERO, DURANTE LA TRANSMISION DE LOS PROGRAMAS ""FUTBOL PARA TODOS, AUTOMOVILISMO PARA TODOS Y DEPORTE PARA TODOS"", CON MOTIVO DE CONMEMORARSE LA SEMANA INTERNACIONAL CONTRA EL ACOSO CALLEJERO.",2014-05-15T00:00:00,DECLARACION,"RUIZ, AIDA DELIA",,,,,,
147,HCDN252195,"COMUNICACION DEL DICTADO DEL DECRETO DE FACULTADES DELEGADAS N° 456 DEL 12 DE JULIO DE 2021, POR EL CUAL SE EXTIENDE LA VIGENCIA DEL REGIMEN DE PROMOCION PARA LA PRODUCCION Y USO SUSTENTABLE DE BIOCOMBUSTIBLES ESTABLECIDO POR LA LEY26093, HASTA EL 27 DE AGOSTO DE 2021 O HASTA QUE ENTRE EN VIGENCIA UN NUEVO ""MARCO REGULATORIO DE BIOCOMBUSTIBLES"".",2021-07-15T00:00:00,MENSAJE,"CAFIERO, SANTIAGO ANDRES",,,,,,
148,HCDN234074,PEDIDO DE INFORMES AL PODER EJECUTIVO SOBRE DIVERSAS CUESTIONES RELACIONADAS CON EL ACUERDO DE LIBRE COMERCIO ENTRE EL MERCOSUR Y LOS ESTADOS UNIDOS DE NORTEAMERICA.,2019-07-05T00:00:00,RESOLUCION,"MERCADO, VERONICA",,,,,,
149,HCDN126291,"EXPRESAR BENEPLACITO POR LA FIRMA DE UN CONVENIO DE COOPERACION INSTITUCIONAL ENTRE EL MINISTERIO DE RELACIONES EXTERIORES, COMERCIO INTERNACIONAL Y CULTO Y LA FUNDACION MADRES DE PLAZA DE MAYO, SOBRE IMPLEMENTACION DEL PROGRAMA MISION SUEÑOS COMPARTIDOS.",2011-04-06T00:00:00,RESOLUCION,"MORANTE, ANTONIO ARNALDO MARIA",,,,,,
150,HCDN218449,"PEDIDO DE INFORMES AL PODER EJECUTIVO SOBRE LA PRESENTACION DEL CONSORCIO VIAL AGRO - TIISA, EN LICITACIONES PARA REHABILITAR O REPARAR TRAMOS DEL FERROCARRIL BELGRANO, Y OTRAS CUESTIONES CONEXAS.",2018-06-26T00:00:00,RESOLUCION,"MOYANO, JUAN FACUNDO",,,,,,
151,HCDN162482,"CODIGO ELECTORAL NACIONAL - LEY 19945 Y MODIFICATORIAS: MODIFICACIONES, SOBRE ELECCION DE PARLAMENTARIOS DEL MERCOSUR.",2014-04-29T00:00:00,LEY,"PEREZ, ADRIAN",,,,,,
152,HCDN251306,PEDIDO DE INFORMES AL PODER EJECUTIVO SOBRE LA COMPRA DE CARNE Y PESCADO PARA CONSUMO DE FUNCIONARIOS NACIONALES Y EMPLEADOS DE PLANTA QUE TRABAJAN DE MANERA PRESENCIAL.,2021-06-15T00:00:00,RESOLUCION,"REZINOVSKY, DINA",,,,,,
153,HCDN189424,"SOLICITAR AL PODER EJECUTIVO DISPONGA LAS MEDIDAS NECESARIAS PARA PROMOVER UNA REUNION DEL CONSEJO DEL MERCADO COMUN DEL MERCOSUR, A FIN DE FORMALIZAR EL TRASPASO DE LA PRESIDENCIA PRO TEMPORE.",2016-08-17T00:00:00,DECLARACION,"CICILIANI, ALICIA MABEL",,,,,,
154,HCDN164273,PEDIDO DE INFORMES AL PODER EJECUTIVO NACIONAL SOBRE DIVERSAS CUESTIONES RELACIONADAS CON LA DISTRIBUCION DE LA CUOTA HILTON CORRESPONDIENTE AL PERIODO 2013 - 2014.,2014-06-06T00:00:00,RESOLUCION,"GRIBAUDO, CHRISTIAN ALEJANDRO",,,,,,
155,HCDN153152,"DECLARAR DE INTERES DE LA H. CAMARA EL LIBRO ""MONTE CASEROS - BELLA UNION - BARRA DO QUARAI: UN ESCENARIO PRIVILEGIADO DE COOPERACION TRANSFRONTERIZA EN EL CORAZON DEL MERCOSUR"", DE LOS AUTORES ARGENTINOS EDUARDO LEONEL GALANTINI Y NAHUEL ODDONE.",2013-06-27T00:00:00,RESOLUCION,"CHIENO, MARIA ELENA PETRONA",,,,,,
156,HCDN138970,"PEDIDO DE INFORMES VERBALES AL MINISTRO DE RELACIONES EXTERIORES Y CULTO, SEÑOR HECTOR TIMERMAN ANTE LA COMISION DE RELACIONES EXTERIORES Y CULTO, SOBRE SUS DECLARACIONES EN LA CUMBRE SOCIAL DEL MERCOSUR.",2012-06-29T00:00:00,RESOLUCION,"FERRARI, GUSTAVO ALFREDO HORACIO",,,,,,
157,HCDN096963,"DECLARAR DE INTERES DE LA H CAMARA EL LIBRO ""SAN MARTIN Y EL CRUCE DE LOS ANDES"", DE LOS ESCRITORES EDGARDO S. MENDOZA Y CLAUDIO D. MONACHESI.",2008-07-04T00:00:00,RESOLUCION,"FERRA DE BARTOL, MARGARITA",,,,,,
158,HCDN249585,"EXPRESAR BENEPLACITO POR EL TRIGESIMO ANIVERSARIO DE LA FIRMA DEL TRATADO DE ASUNCION, SUSCRIPTO ENTRE ARGENTINA, BRASIL, PARAGUAY Y URUGUAY EL 26 DE MARZO DE 1991 Y QUE DIO ORIGEN AL "" MERCADO COMUN DEL SUR - MERCOSUR -"".",2021-04-14T00:00:00,DECLARACION,"GONZALEZ, ALVARO GUSTAVO",,,,,,
159,HCDN258650,EXCEPTUANSE DEL PAGO DE DERECHO DE EXPORTACION A LAS POSICIONES ARANCELARIAS DE LA NOMENCLATURA COMUN DEL MERCOSUR CORRESPONDIENTES A LAS MANUFACTURAS DE TABACO Y TABACO SIN ELABORAR.,2022-05-13T00:00:00,LEY,"ARJOL, MARTIN",,,,,,
